Fighter,Final ELO,Peak ELO
Jai Herbert,1477.31,1492.67
Marcelo Aguiar,1477.29,1477.29
Blake Bilder,1477.29,1518.85
Christian Wellisch,1477.29,1521.74
Juliana Lima,1477.22,1521.08
Jesse Lennox,1477.2,1524.0
Austin Springer,1477.18,1477.18
Yoshinori Horie,1477.15,1477.15
Ivan Erslan,1477.12,1477.12
Christian Aguilera,1477.08,1524.0
Kamuela Kirk,1477.06,1523.25
Phil Johns,1476.97,1476.97
Rodrigo Damm,1476.93,1541.39
Cody McKenzie,1476.79,1524.0
Nathan Coy,1476.78,1496.3
Seth Baczynski,1476.75,1572.95
Matthew Semelsberger,1476.73,1567.15
Nick Roehrick,1476.66,1476.66
Mark Hominick,1476.5,1567.8
Drew McFedries,1476.46,1523.67
Joe Jordan,1476.45,1476.45
Jamie Moyle,1476.41,1517.47
Reza Nasri,1476.41,1476.41
Brian Cobb,1476.38,1476.38
Allen Crowder,1476.36,1498.68
Sung Bin Jo,1476.36,1476.36
Garrett Armfield,1476.32,1521.1
Matt Hobar,1476.29,1495.19
Kit Cope,1476.23,1476.23
Cyril Asker,1476.22,1498.6
Luis Pajuelo,1476.21,1476.21
Ryan Roberts,1476.21,1476.21
Francisco Trevino,1476.19,1518.68
Derrick Noble,1476.11,1476.11
Jesse Sanders,1476.08,1476.08
Will Chope,1476.08,1476.08
Floyd Sword,1476.07,1476.07
Felipe Silva,1476.06,1521.24
Branden Lee Hinkle,1476.06,1524.0
Pete Spratt,1476.03,1525.98
Dale Hartt,1476.02,1501.32
Alberta Cerra Leon,1476.0,1476.0
John Matua,1476.0,1476.0
Jason Fairn,1476.0,1476.0
Eldo Xavier Dias,1476.0,1476.0
Mario Neto,1476.0,1476.0
Bob Gilstrap,1476.0,1476.0
Eugenio Tadeu,1476.0,1476.0
Courtney Turner,1476.0,1476.0
Darrel Gholar,1476.0,1476.0
Manolo Zecchini,1476.0,1476.0
Adriano Santos,1476.0,1476.0
Richie Hightower,1476.0,1476.0
Dmitri Stepanov,1476.0,1476.0
John Kolosci,1476.0,1476.0
Dorian Price,1476.0,1476.0
Donnie Chappell,1476.0,1476.0
Tony Halme,1476.0,1476.0
Sherman Pendergarst,1476.0,1476.0
Mike King,1476.0,1476.0
Wes Albritton,1476.0,1476.0
Cory Walmsley,1476.0,1476.0
Kristof Midoux,1476.0,1476.0
Bruno Korea,1476.0,1476.0
Paulo Santos,1476.0,1476.0
Justin James,1476.0,1476.0
Andy Wang,1476.0,1476.0
Kiru Sahota,1476.0,1476.0
Feng Xiaocan,1476.0,1476.0
Robert Valentin,1476.0,1476.0
Emmanuel Yarborough,1476.0,1476.0
Dustin Neace,1476.0,1476.0
Zygimantas Ramaska,1476.0,1476.0
Art Jimmerson,1476.0,1476.0
Kevin Rosier,1476.0,1524.0
Teila Tuli,1476.0,1476.0
Kaan Ofli,1476.0,1476.0
Gilbert Smith,1476.0,1476.0
Jimmy Quinlan,1476.0,1476.0
Izabela Badurek,1476.0,1476.0
Bentley Syler,1476.0,1476.0
Icho Larenas,1476.0,1476.0
Flavio Luiz Moura,1476.0,1476.0
Lowell Anderson,1476.0,1476.0
Adam Cella,1476.0,1476.0
Shane Primm,1476.0,1476.0
Tom Egan,1476.0,1476.0
Marcus Jones,1476.0,1476.0
Derek Downey,1476.0,1476.0
Eric Martin,1476.0,1476.0
Paul Herrera,1476.0,1476.0
Tim McKenzie,1476.0,1476.0
Jackie Lee,1476.0,1476.0
Danillo Villefort,1476.0,1476.0
Frank Lester,1476.0,1476.0
Houston Dorr,1476.0,1476.0
Martin Svensson,1476.0,1476.0
Jermaine Andre,1476.0,1476.0
Jules Bruchez,1476.0,1476.0
David Baron,1476.0,1476.0
Josh Stuart,1476.0,1476.0
John Polakowski,1476.0,1476.0
Vernon Ramos Ho,1476.0,1476.0
Cale Yarbrough,1476.0,1476.0
Todd Butler,1476.0,1476.0
Manuel Rodriguez,1476.0,1476.0
James Giboo,1476.0,1476.0
Jared Rollins,1476.0,1476.0
Billy Miles,1476.0,1476.0
Chris Sanford,1476.0,1476.0
Lodune Sincaid,1476.0,1476.0
Alex Schoenauer,1476.0,1476.0
Josh Rafferty,1476.0,1476.0
Kerry Schall,1476.0,1476.0
Sean Gannon,1476.0,1476.0
Gerald Strebendt,1476.0,1476.0
Keigo Kunihara,1476.0,1476.0
Delson Heleno,1476.0,1476.0
Anistavio Medeiros,1476.0,1476.0
Neil Grove,1476.0,1476.0
Duda Santana,1476.0,1476.0
Michel Batista,1476.0,1476.0
Justin Frazier,1476.0,1476.0
Wagner Campos,1476.0,1476.0
Marcos Vinicius,1476.0,1524.0
Masutatsu Yano,1476.0,1476.0
Joey Gilbert,1476.0,1476.0
Jamie Yager,1476.0,1476.0
Josh Bryant,1476.0,1476.0
Joe Pardo,1476.0,1476.0
Joey Roberts,1476.0,1476.0
David Roberts,1476.0,1476.0
Chris Condo,1476.0,1476.0
Darrill Schoonover,1476.0,1476.0
Rolles Gracie,1476.0,1476.0
Richie Smullen,1476.0,1476.0
Vinicius Queiroz,1476.0,1476.0
Aaron Wilkinson,1476.0,1476.0
Chris Saunders,1476.0,1476.0
Dave Berry,1476.0,1476.0
Jason Thacker,1476.0,1476.0
Ariel Beck,1476.0,1476.0
Bharat Kandare,1476.0,1476.0
Fredson Paixao,1476.0,1476.0
Francesco Maturi,1476.0,1476.0
Albert Cheng,1476.0,1476.0
Wade Shipp,1476.0,1476.0
David Levicki,1476.0,1476.0
Karine Gevorgyan,1476.0,1476.0
Steven Koslow,1476.0,1476.0
Robert Lucarelli,1476.0,1476.0
Leigh Remedios,1476.0,1476.0
SeungGuk Choi,1476.0,1476.0
Rodrigo Ruas,1476.0,1476.0
Thaddeus Luster,1476.0,1476.0
Christina Marks,1476.0,1476.0
Maia Stevenson,1476.0,1476.0
Roland Payne,1476.0,1476.0
Zach Light,1476.0,1476.0
Nandor Guelmino,1476.0,1476.0
Aaron Brink,1476.0,1476.0
Humberto Brown Morrison,1476.0,1476.0
Sean Daugherty,1476.0,1476.0
Matt Andersen,1476.0,1476.0
Scott Fiedler,1476.0,1476.0
Thomas Ramirez,1476.0,1476.0
Asbel Cancio,1476.0,1476.0
Andy Anderson,1476.0,1476.0
Ernie Verdicia,1476.0,1476.0
Jack McGlaughlin,1476.0,1476.0
David Hood,1476.0,1476.0
Gerry Harris,1476.0,1476.0
Keith Mielke,1476.0,1476.0
Kelly Dullanty,1475.99,1475.99
Austin Lingo,1475.96,1520.84
Issei Tamura,1475.94,1524.16
Shunichi Shimizu,1475.9,1475.9
Stevie Lynch,1475.89,1475.89
John Campetella,1475.89,1475.89
Gabriel Miranda,1475.85,1499.45
Mandy Bohm,1475.84,1477.96
Jeff Newton,1475.84,1475.84
Scott Junk,1475.83,1475.83
Klaudia Sygula,1475.83,1475.83
Ryan Madigan,1475.78,1475.78
Rick Davis,1475.77,1475.77
Elvis Mutapcic,1475.75,1501.29
Sean McCorkle,1475.74,1524.0
Abdul-Kareem Al-Selwady,1475.72,1475.72
Juliana Miller,1475.71,1524.0
Ron Stallings,1475.6,1496.99
Misha Cirkunov,1475.51,1593.4
Mark Weir,1475.49,1523.71
Carlo Pedersoli Jr.,1475.45,1519.23
Raphael Pessoa,1475.35,1497.61
Felipe Arantes,1475.22,1535.05
Callan Potter,1475.18,1496.26
Aaron Rosa,1475.16,1497.41
Luke Zachrich,1475.1,1499.03
Dustin Stoltzfus,1475.09,1479.03
David Michaud,1474.97,1498.62
Ronald Jhun,1474.97,1474.97
Leandro Silva,1474.97,1509.47
Solomon Hutcherson,1474.93,1474.93
Kevin Burns,1474.92,1549.17
Max Rohskopf,1474.92,1474.92
Ernest Chavez,1474.89,1520.0
Allen Berube,1474.79,1474.79
Joshua Weems,1474.74,1474.74
Eddie Mendez,1474.72,1474.72
Braxton Smith,1474.72,1474.72
Kanako Murata,1474.68,1517.34
Tony Petarra,1474.68,1474.68
Charlie Valencia,1474.64,1474.64
Yves Jabouin,1474.64,1540.3
Roland Delorme,1474.63,1547.89
Filip Pejic,1474.62,1474.62
David Velasquez,1474.62,1474.62
Emil Meek,1474.54,1522.03
Dieusel Berto,1474.46,1474.46
Ivan Serati,1474.46,1474.46
Harold Howard,1474.45,1524.0
Brian Geraghty,1474.45,1474.45
James McSweeney,1474.45,1524.0
He-Man Gipson,1474.34,1474.34
Kristian Rothaermel,1474.34,1474.34
Roger Zapata,1474.34,1474.34
Ray Wizard,1474.34,1474.34
Sean Alvarez,1474.34,1474.34
Nate Schroeder,1474.34,1474.34
Jeka Saragih,1474.3,1501.45
Paul Georgieff,1474.28,1474.28
Masio Fullen,1474.28,1520.0
Saeed Hosseini,1474.23,1474.23
Chris Liguori,1474.2,1474.2
Patrick Cummins,1474.13,1544.36
Justin Lawrence,1474.11,1524.0
Sabina Mazo,1474.1,1546.48
David Heath,1474.08,1542.62
Philip De Fries,1473.97,1520.39
Francimar Barroso,1473.93,1537.1
Anthony Njokuani,1473.82,1512.0
Yui Chul Nam,1473.79,1520.0
Deron Winn,1473.63,1517.51
CJ Vergara,1473.62,1516.98
Clifford Starks,1473.6,1520.0
Felipe Olivieri,1473.41,1473.41
Sean Sharaf,1473.38,1473.38
Cameron Dollar,1473.24,1473.24
Brok Weaver,1473.23,1518.77
Joao Pierini,1473.21,1473.21
Ricardo Romero,1473.2,1521.18
Andre Ewell,1473.19,1539.81
William Knight,1473.12,1545.05
James Lee,1473.09,1473.09
Nadia Kassem,1473.08,1518.79
Justine Kish,1473.04,1537.7
Poliana Botelho,1473.02,1542.71
Connor Matthews,1473.02,1473.02
Jake Ellenberger,1472.98,1630.65
Alex Karalexis,1472.94,1524.0
Hans Stringer,1472.57,1521.08
Matthew Lopez,1472.54,1529.16
Ion Cutelaba,1472.53,1539.15
Thiago Perpetuo,1472.47,1524.0
Keita Nakamura,1472.44,1493.11
Goran Reljic,1472.42,1529.07
Marcus Aurelio,1472.4,1526.83
Marcus LeVesseur,1472.24,1495.96
James Moontasri,1472.23,1508.97
Eugene Jackson,1472.14,1544.8
Sasha Palatnikov,1472.13,1524.0
Josh Stansbury,1471.99,1520.0
Ricky Turcios,1471.81,1520.0
Khama Worthy,1471.75,1552.57
Tom Blackledge,1471.63,1471.63
Gabriel Benitez,1471.59,1562.14
Milana Dudieva,1471.56,1518.85
Lucas Alexander,1471.51,1496.96
Mario Miranda,1471.2,1504.51
Rafael Alves,1471.03,1509.29
George Sullivan,1470.9,1545.46
Chris Beal,1470.75,1542.62
Ottman Azaitar,1470.66,1548.87
Jorge Gurgel,1470.64,1520.1
Geane Herrera,1470.44,1507.03
Anthony Perosh,1470.44,1520.15
Abu Azaitar,1470.44,1520.64
Louis Smolka,1470.33,1591.79
Chris Cope,1470.3,1520.0
Kyle Kingsbury,1470.2,1562.54
Christian Colombo,1470.12,1518.87
Guido Cannetti,1470.05,1499.7
AJ Fletcher,1469.98,1489.0
Teruto Ishihara,1469.97,1561.75
Clay Harvison,1469.94,1520.0
Trevor Smith,1469.87,1526.42
Corey Hill,1469.86,1522.25
Greg Hardy,1469.84,1535.44
Joe Riggs,1469.79,1532.74
Travis Lutter,1469.61,1522.67
Devin Clark,1469.49,1529.39
Orion Cosce,1469.46,1494.75
Erick Montano,1469.32,1520.0
Priscila Cachoeira,1469.18,1514.39
Marcin Held,1468.98,1484.12
Isaac Vallie-Flagg,1468.97,1523.74
Lando Vannata,1468.62,1515.22
KJ Noons,1468.57,1534.7
Omar Morales,1468.48,1539.48
Eric Shelton,1468.29,1487.57
Craig White,1468.27,1485.04
Scott Askham,1468.25,1508.65
Ryo Chonan,1468.24,1506.51
Jason Dent,1468.2,1486.64
Daniel Sarafian,1468.15,1506.79
Dylan Andrews,1468.11,1545.0
Mike Brown,1468.06,1487.0
Julian Marquez,1467.81,1546.74
Caol Uno,1467.48,1551.25
Brad Scott,1467.33,1509.77
Brian Kelleher,1467.27,1568.77
Andrew Holbrook,1467.27,1520.65
Kron Gracie,1467.13,1523.95
Mike Breeden,1467.1,1478.86
Derrick Krantz,1467.1,1485.05
Justin Salas,1466.93,1520.0
Vernon White,1466.92,1481.14
Sumudaerji,1466.87,1535.71
Antonio Silva,1466.79,1547.68
Efrain Escudero,1466.61,1546.95
Piotr Hallmann,1466.59,1529.28
Russell Doane,1466.56,1544.4
Duane Ludwig,1466.47,1545.45
Alexander Yakovlev,1466.45,1521.34
Christos Giagos,1466.41,1529.17
Darrick Minner,1466.26,1525.09
Vanessa Melo,1466.18,1480.42
Frankie Perez,1466.07,1501.87
Polyana Viana,1466.05,1524.0
Devin Powell,1466.03,1485.18
Justin Ledet,1465.86,1560.18
Gustavo Lopez,1465.82,1506.54
Elizabeth Phillips,1465.69,1481.92
Kleydson Rodrigues,1465.66,1504.23
Kevin Croom,1465.57,1522.25
Yosdenis Cedeno,1465.55,1505.38
Dhiego Lima,1465.55,1498.84
Bart Palaszewski,1465.55,1527.11
Brian Johnston,1465.47,1529.54
Joey Beltran,1465.33,1541.4
Tor Troeng,1465.28,1524.0
Andre Winner,1465.19,1525.39
Steven Peterson,1465.19,1506.48
Damian Stasiak,1465.17,1528.84
Mickey Gall,1465.0,1569.7
Rob Kimmons,1464.87,1522.26
Austin Hubbard,1464.74,1509.44
Luke Sanders,1464.69,1526.03
Jack Marshman,1464.62,1528.46
Edgar Chairez,1464.58,1483.62
Mike Grundy,1464.55,1526.67
Rostem Akman,1464.52,1480.0
Chico Camus,1464.38,1518.87
Will Brooks,1464.32,1523.47
Justin Scoggins,1464.3,1539.25
Koji Oishi,1464.29,1483.82
Paul Bradley,1464.26,1480.14
Akbarh Arreola,1464.24,1503.64
Anderson Dos Santos,1464.17,1485.81
Stefan Sekulic,1464.07,1482.73
Dwight Grant,1464.02,1528.76
Danny Martinez,1463.9,1481.55
Roger Hollett,1463.86,1485.03
Shanna Young,1463.65,1482.32
Fabricio Camoes,1463.64,1524.08
Landon Quinones,1463.53,1482.52
Alex White,1463.49,1521.22
Kay Hansen,1463.48,1524.0
Terry Martin,1463.41,1508.44
Trevin Jones,1463.38,1544.35
Hatsu Hioki,1463.35,1539.61
Liudvik Sholinian,1463.33,1483.47
Josh Clopton,1463.28,1480.0
Dennis Buzukja,1463.26,1483.66
Chris Wilson,1463.25,1508.45
Joao Zeferino,1463.24,1482.22
Ben Saunders,1463.23,1593.03
Don Shainis,1463.21,1482.19
Matt Schnell,1463.15,1549.82
Preston Parsons,1463.12,1505.4
Alex Nicholson,1463.06,1503.2
Matt Dwyer,1463.01,1500.29
Reese Andy,1462.98,1482.51
Jay Silva,1462.89,1480.16
Gabriel Silva,1462.87,1481.82
Luigi Vendramini,1462.79,1506.09
Michael McBride,1462.78,1481.81
Cortney Casey,1462.73,1510.32
Pete Williams,1462.7,1555.82
Mehdi Baghdad,1462.67,1480.26
Tim Gorman,1462.64,1481.58
Abdul Razak Alhassan,1462.62,1572.34
Alex Da Silva,1462.6,1496.16
Gasan Umalatov,1462.54,1499.95
SeungWoo Choi,1462.51,1524.68
Carlos Huachin,1462.48,1479.11
Austen Lane,1462.39,1480.61
Clay Collard,1462.36,1500.4
Harry Moskowitz,1462.36,1481.28
Luis Henrique,1462.3,1526.85
Bruno Souza,1462.3,1481.38
Jorge Lopez,1462.27,1478.85
Josh Neer,1462.27,1528.77
Enrique Marin,1462.25,1480.0
TJ Brown,1462.2,1503.41
Jesse Butler,1462.16,1481.59
Lucio Linhares,1462.12,1477.62
Julio Paulino,1462.09,1480.59
Edwin Figueroa,1462.03,1520.78
Felipe Colares,1462.02,1502.81
Danny Downes,1462.02,1482.39
DaMarques Johnson,1462.0,1527.04
Matt Bessette,1461.98,1482.17
Laureano Staropoli,1461.86,1541.69
Darrell Horcher,1461.86,1504.02
Matt Horwich,1461.79,1481.47
Chris Fishgold,1461.77,1500.59
Kyle Prepolec,1461.77,1481.67
Johnny Munoz,1461.74,1504.07
Jared Gooden,1461.69,1487.08
Amar Suloev,1461.62,1484.47
Josh Fremd,1461.55,1499.15
Jason Novelli,1461.47,1477.66
Townsend Saunders,1461.45,1480.0
Quinn Mulhern,1461.42,1480.29
Jon Olav Einemo,1461.35,1476.0
Vagner Rocha,1461.33,1506.94
Jin Soo Son,1461.32,1481.44
Tateki Matsuda,1461.3,1481.38
Ericka Almeida,1461.3,1480.07
Danny Mitchell,1461.22,1481.29
Jeff Hughes,1461.2,1503.95
Jose Johnson,1461.18,1503.32
Sarah Frota,1461.17,1481.22
Alexis Dufresne,1461.15,1480.0
Rayanne dos Santos,1461.15,1480.0
Brad Gumm,1461.15,1480.0
Julie Kedzie,1461.15,1480.0
Justin Jones,1461.11,1481.38
Humberto Bandenay,1461.08,1525.66
Konstantin Erokhin,1461.06,1478.85
Nick Fiore,1460.94,1480.0
Dylan Budka,1460.94,1476.0
Jonavin Webb,1460.91,1481.21
Kazula Vargas,1460.9,1482.08
Kevin Aguilar,1460.85,1544.55
Gadzhi Omargadzhiev,1460.81,1480.0
Josh Copeland,1460.78,1481.15
Norifumi Yamamoto,1460.78,1480.0
Shane Roller,1460.78,1525.38
Paulo Thiago,1460.65,1568.27
Carlton Minus,1460.63,1480.0
Sarah Kaufman,1460.63,1501.15
Ray Rodriguez,1460.57,1478.3
James Irvin,1460.56,1525.74
Oliver Enkamp,1460.56,1482.23
Andre Gusmao,1460.53,1480.0
Carmelo Marrero,1460.52,1522.57
Hernani Perpetuo,1460.51,1480.34
Quang Le,1460.51,1484.85
Mats Nilsson,1460.49,1479.15
Joey Gambino,1460.46,1478.98
Kuniyoshi Hironaka,1460.44,1504.35
Darko Stosic,1460.37,1522.61
Damien Brown,1460.36,1524.92
Josh Sampo,1460.36,1524.0
Austin Arnett,1460.31,1478.74
Jason MacDonald,1460.29,1555.16
Shana Dobson,1460.28,1524.0
Seo Hee Ham,1460.27,1499.98
Cristiano Marcello,1460.26,1498.75
Horacio Gutierrez,1460.24,1480.0
Justin Eilers,1460.23,1525.48
AJ Dobson,1460.2,1481.57
Chad Griggs,1460.17,1482.14
Reuben Duran,1460.12,1505.38
Christian Morecraft,1460.12,1503.14
Bernardo Magalhaes,1460.08,1480.0
Nolan Ticman,1460.07,1480.0
Fernando Bruno,1460.07,1476.0
Chan-Mi Jeon,1460.07,1478.85
Teemu Packalen,1460.04,1504.4
Kyle Bradley,1460.03,1479.71
Colin Fletcher,1460.0,1480.0
Christophe Leninger,1459.99,1476.0
David Dodd,1459.98,1478.76
Doug Evans,1459.97,1480.12
Dileno Lopes,1459.96,1480.0
Timmy Cuamba,1459.93,1480.0
Yao Zhikui,1459.89,1501.08
Ronys Torres,1459.86,1480.91
Marnic Mann,1459.86,1480.0
Karlos Vemola,1459.85,1505.53
Yuri Villefort,1459.83,1480.0
Alex Ricci,1459.79,1480.0
Jason Gonzalez,1459.71,1500.52
David Zawada,1459.68,1490.74
Rosi Sexton,1459.67,1480.0
Brandon Thatch,1459.65,1548.5
Chad Reiner,1459.64,1482.43
Sam Sicilia,1459.61,1525.65
Ryan Couture,1459.6,1479.82
Josh Ferguson,1459.59,1476.0
Tom DeBlass,1459.57,1479.49
TJ Laramie,1459.51,1474.55
Yanis Ghemmouri,1459.47,1478.75
Peter Barrett,1459.41,1482.2
Mark Striegl,1459.41,1477.89
Tucker Lutz,1459.4,1518.83
Zhang Tiequan,1459.35,1522.59
Jason Young,1459.34,1481.15
Alberto Crane,1459.3,1481.43
Yoshihiro Akiyama,1459.3,1522.78
Papy Abedi,1459.3,1483.78
Ednaldo Oliveira,1459.29,1478.03
Carl Deaton,1459.28,1480.25
Amilcar Alves,1459.25,1478.05
Justin Levens,1459.15,1481.9
Joey Gomez,1459.15,1477.63
Jon Delos Reyes,1459.14,1481.76
Steve Lopez,1459.12,1479.16
Adam Milstead,1459.08,1522.26
Matt Sayles,1459.08,1502.78
Jessin Ayari,1459.05,1520.0
Ali AlQaisi,1459.03,1478.97
Yizha,1459.0,1480.0
Valeri Ignatov,1458.94,1477.66
Pearl Gonzalez,1458.93,1477.64
Michal Figlak,1458.89,1479.87
Chris Avila,1458.85,1477.7
Pat Barry,1458.78,1523.38
Motonobu Tezuka,1458.78,1478.81
Victor Altamirano,1458.75,1522.12
Rin Nakai,1458.75,1478.67
Alice Ardelean,1458.75,1478.77
KB Bhullar,1458.75,1478.92
Richard Walsh,1458.75,1520.0
Patrick Williams,1458.73,1503.02
Val Woodburn,1458.73,1477.43
Rongzhu,1458.72,1503.24
Jordan Radev,1458.7,1475.98
Ramiro Hernandez,1458.7,1476.25
TJ O'Brien,1458.68,1477.1
Maria Oliveira,1458.66,1498.51
Luan Lacerda,1458.65,1481.49
John Halverson,1458.55,1477.38
Nohelin Hernandez,1458.53,1481.24
Jessica Rakoczy,1458.52,1476.0
Alex Soto,1458.51,1478.75
Jarno Errens,1458.5,1481.23
Brock Jardine,1458.5,1483.9
Aleksa Camur,1458.5,1520.75
Yusuke Kasuya,1458.46,1481.16
Steve Montgomery,1458.46,1476.0
Jonathan Wilson,1458.44,1523.85
Yasuhiro Urushitani,1458.42,1478.67
Antonio Mendes,1458.41,1480.82
Paul Redmond,1458.36,1481.15
Johnny Eduardo,1458.35,1527.64
Richardson Moreira,1458.34,1476.0
Renee Forte,1458.31,1498.34
Anthony Ivy,1458.3,1476.0
Vik Grujic,1458.29,1504.0
Kazuhiro Nakamura,1458.21,1482.37
Te Edwards,1458.2,1476.0
Lauren Mueller,1458.2,1521.38
Michel Quinones,1458.16,1476.0
Louis Cosce,1458.16,1476.0
Hector Ramirez,1458.14,1474.45
Vince Morales,1458.03,1509.01
Brian Houston,1458.01,1477.61
Marcin Prachnio,1457.99,1482.02
Saparbeg Safarov,1457.91,1478.72
Jesse Bongfeldt,1457.91,1478.93
Sean Salmon,1457.91,1481.75
Bevon Lewis,1457.89,1478.55
Talita Bernardo,1457.85,1480.5
Marcelo Golm,1457.79,1523.56
Albert Morales,1457.79,1522.08
Leonardo Mafra,1457.76,1478.77
Artem Lobov,1457.74,1506.61
Joseph Gigliotti,1457.74,1480.39
Sam Stout,1457.73,1541.36
Cole Williams,1457.63,1482.03
Jessica-Rose Clark,1457.58,1539.81
Shayna Baszler,1457.57,1478.68
CM Punk,1457.56,1477.66
Andreas Stahl,1457.5,1480.0
Mike Stumpf,1457.49,1475.93
Dokonjonosuke Mishima,1457.48,1477.88
Danny Chavez,1457.46,1518.48
Roosevelt Roberts,1457.41,1563.18
Jim Wallhead,1457.4,1480.0
Dan Stittgen,1457.38,1476.0
Mike Lullo,1457.38,1476.0
Carls John De Tomas,1457.38,1480.0
Luiz Dutra,1457.38,1480.0
Alan Omer,1457.38,1480.0
Curtis Stout,1457.38,1480.0
Tuco Tokkos,1457.38,1476.0
Sammy Morgan,1457.38,1476.0
Josh Quinlan,1457.38,1522.44
Thomas Gifford,1457.34,1481.32
Saimon Oliveira,1457.31,1479.92
Kazuki Tokudome,1457.31,1519.93
Jason Black,1457.3,1477.38
Kevin Borjas,1457.3,1480.91
Jeremy Kimball,1457.24,1502.46
Anna Elmose,1457.23,1477.3
Josh Shockley,1457.2,1476.0
Brendan O'Reilly,1457.14,1500.98
Pat Audinwood,1457.11,1475.71
Silvana Gomez Juarez,1457.07,1476.56
Sean Spencer,1457.04,1517.42
Eric Wisely,1457.02,1478.17
Joachim Christensen,1457.01,1501.87
Jamey Simmons,1457.0,1481.07
Ashkan Mokhtarian,1456.98,1480.58
Brodie Farber,1456.96,1476.0
JC Cottrell,1456.94,1481.29
Gaetano Pirrello,1456.93,1479.28
Sarah Alpar,1456.9,1475.49
Byron Bloodworth,1456.89,1476.0
Brandon Wolff,1456.89,1478.93
Vaughan Lee,1456.82,1502.63
Walel Watson,1456.8,1524.0
Joe Brammer,1456.8,1477.66
Tim Williams,1456.8,1477.29
Takenori Sato,1456.76,1477.41
Jason Tan,1456.7,1479.27
Michael Kuiper,1456.69,1505.22
Dakota Bush,1456.65,1479.22
Alvin Robinson,1456.49,1501.81
Terrence Mitchell,1456.47,1478.99
Kaynan Kruschewsky,1456.44,1479.1
Crafton Wallace,1456.44,1476.0
Michael Patt,1456.44,1476.08
Claudio Ribeiro,1456.43,1500.43
Mike Rio,1456.41,1522.34
Nick Aguirre,1456.41,1478.96
Frank Trigg,1456.39,1533.34
Syuri Kondo,1456.37,1518.78
Vince Cachero,1456.37,1478.91
Marcos Mariano,1456.34,1474.79
Danny Abbadi,1456.33,1476.0
Daniel Spitz,1456.3,1501.39
Leo Kuntz,1456.3,1476.0
Journey Newson,1456.25,1501.99
Pat Schilling,1456.25,1476.0
Shane Howell,1456.25,1474.63
Mark Holst,1456.24,1478.78
David Kaplan,1456.23,1476.0
Razak Al-Hassan,1456.23,1476.0
Brogan Walker,1456.23,1476.0
Jacob Kilburn,1456.23,1476.0
Juancamilo Ronderos,1456.2,1478.73
Rodrigo de Lima,1456.13,1477.27
Eddie Gordon,1456.13,1524.0
Alptekin Ozkilic,1456.11,1521.07
Brandon Jenkins,1456.1,1474.46
Ulysses Gomez,1456.07,1476.0
Luis Ramos,1456.03,1476.0
Andrea Lee,1456.02,1559.26
Chris Indich,1456.0,1480.0
Leonardo Morales,1456.0,1480.0
Tom Watson,1455.98,1510.66
Mohammad Yahya,1455.94,1480.0
Carlos Candelario,1455.93,1480.0
Ryan MacDonald,1455.87,1478.71
Ricky Rainey,1455.8,1474.49
Dan Evensen,1455.75,1478.25
Donny Walker,1455.72,1480.0
Chris Heatherly,1455.7,1478.2
Elias Garcia,1455.64,1474.16
Erik Silva,1455.62,1474.47
George Roop,1455.53,1499.77
Mariya Agapova,1455.52,1521.63
Kyle Stewart,1455.47,1474.83
Gilbert Aldana,1455.42,1477.9
Willie Gates,1455.42,1502.02
Wagner Silva,1455.41,1476.0
Jordan Espinosa,1455.41,1519.28
Edward Faaloloto,1455.41,1474.62
Victor Valimaki,1455.37,1481.38
Kurt Holobaugh,1455.36,1482.51
Todd Brown,1455.35,1480.29
Jesse Strader,1455.35,1477.82
Ryan Thomas,1455.32,1477.38
Gloria de Paula,1455.32,1477.56
Anthony Lapsley,1455.32,1479.18
Kevin Jordan,1455.31,1477.78
Yorgan De Castro,1455.3,1524.0
Rolando Dy,1455.27,1479.05
Denis Stojnic,1455.27,1479.37
Houston Alexander,1455.24,1549.06
Azamat Gashimov,1455.21,1478.07
Eddie Wineland,1455.2,1533.67
Fabiano Scherner,1455.19,1476.0
Anthony Christodoulou,1455.14,1477.59
Shane del Rosario,1455.11,1479.11
Brendon Marotte,1455.05,1477.09
Jason Godsey,1455.05,1476.75
Besam Yousef,1455.04,1476.0
Guto Inocente,1455.03,1477.66
Mac Danzig,1455.02,1546.18
Cain Carrizosa,1454.95,1476.0
Eiji Mitsuoka,1454.94,1474.34
Jason Witt,1454.94,1501.16
Cristina Stanciu,1454.93,1480.35
Suman Mokhtarian,1454.92,1476.0
Cody Pfister,1454.81,1495.29
Rob Wilkinson,1454.78,1477.21
Jose Maria,1454.77,1477.2
Kelly Faszholz,1454.72,1473.18
Grigory Popov,1454.71,1476.01
Bethe Correia,1454.69,1560.24
Luke Caudillo,1454.66,1478.63
Leonardo Guimaraes,1454.64,1478.62
Joseph Holmes,1454.62,1501.07
Jorge de Oliveira,1454.53,1478.62
Kwan Ho Kwak,1454.5,1480.0
Kris Moutinho,1454.44,1481.51
Larissa Pacheco,1454.42,1477.11
Xavier Foupa-Pokam,1454.4,1478.72
Scott Smith,1454.38,1502.53
Jack May,1454.32,1476.0
Collin Anglin,1454.32,1476.0
Travis Wiuff,1454.28,1476.4
Mark Eddiva,1454.27,1520.0
Ross Pearson,1454.27,1575.97
Charles Rosa,1454.23,1515.23
Yoislandy Izquierdo,1454.21,1476.0
Alexandre Dantas,1454.19,1476.0
Juan Manuel Puig,1454.19,1476.57
