event,fighter_1,fighter_2,result,method,round,time,fighter_1_elo_start,fighter_2_elo_start,fighter_1_elo_end,fighter_2_elo_end
UFC 21: Return of the Champions,Tsuyoshi Kohsaka,Tim Lajcik,win,KO/TKO,2,5:00,1512.65,1500.0,1536.74,1475.91
UFC 21: Return of the Champions,Paul Jones,Flavio Luiz Moura,win,SUB,1,4:20,1500.0,1500.0,1525.0,1475.0
UFC 21: Return of the Champions,Jeremy Horn,Daiju Takase,win,KO/TKO,1,4:41,1484.82,1500.0,1510.91,1473.91
UFC 21: Return of the Champions,Pat Miletich,Andre Pederneiras,win,KO/TKO,2,1:34,1580.54,1500.0,1599.85,1480.69
UFC 21: Return of the Champions,Maurice Smith,Marco Ruas,win,KO/TKO,1,5:00,1512.9,1577.21,1542.48,1547.63
UFC 22: Only One Can be Champion,Jens Pulver,Alfonso Alcarez,draw,M-DEC,2,5:00,1500.0,1500.0,1500.0,1500.0
UFC 22: Only One Can be Champion,John Lewis,Lowell Anderson,win,KO/TKO,3,0:13,1500.0,1500.0,1525.0,1475.0
UFC 22: Only One Can be Champion,Matt Hughes,Valeri Ignatov,win,U-DEC,3,5:00,1500.0,1476.8,1518.67,1458.13
UFC 22: Only One Can be Champion,Chuck Liddell,Paul Jones,win,KO/TKO,1,3:53,1490.39,1525.0,1517.87,1497.52
UFC 22: Only One Can be Champion,Brad Kohler,Steve Judson,win,KO/TKO,1,0:30,1473.2,1500.0,1500.12,1473.08
UFC 22: Only One Can be Champion,Jeremy Horn,Jason Godsey,win,SUB,1,2:08,1510.91,1475.9,1533.4,1453.41
UFC 22: Only One Can be Champion,Tim Lajcik,Ron Waterman,draw,U-DEC,3,5:00,1475.91,1497.58,1476.53,1496.96
UFC 22: Only One Can be Champion,Frank Shamrock,Tito Ortiz,win,KO/TKO,4,4:42,1592.67,1562.61,1615.51,1539.77
UFC 23: Ultimate Japan 2,Katsuhisa Fujii,Masutatsu Yano,win,KO/TKO,2,3:12,1500.0,1500.0,1525.0,1475.0
UFC 23: Ultimate Japan 2,Kenichi Yamamoto,Daiju Takase,win,U-DEC,3,5:00,1500.0,1473.91,1518.5,1455.41
UFC 23: Ultimate Japan 2,Eugene Jackson,Keiichiro Yamamiya,win,KO/TKO,3,3:12,1523.2,1500.0,1546.53,1476.67
UFC 23: Ultimate Japan 2,Joe Slick,Jason DeLucia,win,KO/TKO,1,1:28,1500.0,1526.53,1526.91,1499.62
UFC 23: Ultimate Japan 2,Kenichi Yamamoto,Katsuhisa Fujii,win,SUB,2,4:15,1518.5,1525.0,1543.97,1499.53
UFC 23: Ultimate Japan 2,Pedro Rizzo,Tsuyoshi Kohsaka,win,KO/TKO,3,1:17,1573.42,1536.74,1595.79,1514.37
UFC 23: Ultimate Japan 2,Kevin Randleman,Pete Williams,win,U-DEC,5,5:00,1502.34,1558.98,1525.57,1535.75
UFC 24: First Defense,Shonie Carter,Brad Gumm,win,U-DEC,2,5:00,1500.0,1500.0,1520.0,1480.0
UFC 24: First Defense,Scott Adams,Ian Freeman,win,SUB,1,3:09,1500.0,1500.0,1525.0,1475.0
UFC 24: First Defense,Jens Pulver,David Velasquez,win,KO/TKO,2,2:41,1500.0,1500.0,1525.0,1475.0
UFC 24: First Defense,Bob Cook,Tiki Ghosn,win,SUB,2,1:29,1500.0,1500.0,1525.0,1475.0
UFC 24: First Defense,Dave Menne,Fabiano Iha,win,U-DEC,3,5:00,1500.0,1478.45,1518.76,1459.69
UFC 24: First Defense,Lance Gibson,Jermaine Andre,win,KO/TKO,3,3:35,1500.0,1500.0,1525.0,1475.0
UFC 24: First Defense,Tedd Williams,Steve Judson,win,KO/TKO,1,3:23,1500.0,1473.08,1523.07,1450.01
UFC 25: Ultimate Japan 3,Laverne Clark,Koji Oishi,win,M-DEC,3,5:00,1569.75,1500.0,1585.79,1483.96
UFC 25: Ultimate Japan 3,Ikuhisa Minowa,Joe Slick,win,KO/TKO,3,1:54,1500.0,1526.91,1526.93,1499.98
UFC 25: Ultimate Japan 3,Ron Waterman,Satoshi Honma,win,U-DEC,3,5:00,1496.96,1500.0,1517.13,1479.83
UFC 25: Ultimate Japan 3,Sanae Kikuta,Eugene Jackson,win,SUB,1,4:38,1500.0,1546.53,1528.33,1518.2
UFC 25: Ultimate Japan 3,Murilo Bustamante,Yoji Anjo,win,SUB,2,0:31,1500.0,1480.57,1523.6,1456.97
UFC 25: Ultimate Japan 3,Tito Ortiz,Wanderlei Silva,win,U-DEC,5,5:00,1539.77,1506.65,1557.87,1488.55
UFC 26: Ultimate Field Of Dreams,Shonie Carter,Adrian Serrano,win,U-DEC,2,5:00,1520.0,1500.0,1538.85,1481.15
UFC 26: Ultimate Field Of Dreams,Ian Freeman,Nate Schroeder,win,KO/TKO,2,2:13,1475.0,1500.0,1501.8,1473.2
UFC 26: Ultimate Field Of Dreams,Jens Pulver,Joao Roque,win,U-DEC,3,5:00,1525.0,1500.0,1543.56,1481.44
UFC 26: Ultimate Field Of Dreams,Matt Hughes,Marcelo Aguiar,win,KO/TKO,1,4:34,1518.67,1500.0,1542.33,1476.34
UFC 26: Ultimate Field Of Dreams,Amaury Bitetti,Alex Andrade,win,DQ,2,0:43,1480.31,1500.0,1501.44,1478.87
UFC 26: Ultimate Field Of Dreams,Pat Miletich,John Alessio,win,SUB,2,1:43,1599.85,1500.0,1617.86,1481.99
UFC 26: Ultimate Field Of Dreams,Tyrone Roberts,David Dodd,win,U-DEC,3,5:00,1500.0,1478.71,1518.78,1459.93
UFC 26: Ultimate Field Of Dreams,Kevin Randleman,Pedro Rizzo,win,U-DEC,5,5:00,1525.57,1595.79,1549.56,1571.8
UFC 27: Ultimate Bad Boyz,Brad Gumm,CJ Fernandes,draw,U-DEC,2,5:00,1480.0,1500.0,1480.58,1499.42
UFC 27: Ultimate Bad Boyz,Jeff Monson,Tim Lajcik,win,U-DEC,2,5:00,1500.0,1476.53,1518.65,1457.88
UFC 27: Ultimate Bad Boyz,Ian Freeman,Tedd Williams,win,U-DEC,3,5:00,1501.8,1523.07,1523.02,1501.85
UFC 27: Ultimate Bad Boyz,Yuki Kondo,Alexandre Dantas,win,KO/TKO,3,2:28,1500.0,1500.0,1525.0,1475.0
UFC 27: Ultimate Bad Boyz,Fabiano Iha,Laverne Clark,win,SUB,1,1:10,1459.69,1585.79,1493.39,1552.09
UFC 27: Ultimate Bad Boyz,Jeremy Horn,Eugene Jackson,win,SUB,1,4:32,1533.4,1518.2,1557.31,1494.29
UFC 27: Ultimate Bad Boyz,Maurice Smith,Bobby Hoffman,win,S-DEC,3,5:00,1542.48,1500.0,1560.05,1482.43
UFC 27: Ultimate Bad Boyz,Pedro Rizzo,Dan Severn,win,KO/TKO,1,1:33,1571.8,1625.46,1600.63,1596.63
UFC 28: High Stakes,Ben Earwood,Chris Lytle,win,U-DEC,2,5:00,1500.0,1500.0,1520.0,1480.0
UFC 28: High Stakes,Mark Hughes,Alex Stiebling,win,U-DEC,2,5:00,1500.0,1500.0,1520.0,1480.0
UFC 28: High Stakes,Jens Pulver,John Lewis,win,KO/TKO,1,0:15,1543.56,1525.0,1567.23,1501.33
UFC 28: High Stakes,Andrei Arlovski,Aaron Brink,win,SUB,1,0:55,1500.0,1500.0,1525.0,1475.0
UFC 28: High Stakes,Josh Barnett,Gan McGee,win,KO/TKO,2,4:34,1500.0,1500.0,1525.0,1475.0
UFC 28: High Stakes,Renato Sobral,Maurice Smith,win,M-DEC,3,5:00,1500.0,1560.05,1523.42,1536.63
UFC 28: High Stakes,Randy Couture,Kevin Randleman,win,KO/TKO,3,4:13,1595.62,1549.56,1617.32,1527.86
UFC 29: Defense of the Belts,Chuck Liddell,Jeff Monson,win,U-DEC,3,5:00,1517.87,1518.65,1537.91,1498.61
UFC 29: Defense of the Belts,Dennis Hallman,Matt Hughes,win,SUB,1,0:20,1500.0,1542.33,1528.03,1514.3
UFC 29: Defense of the Belts,Evan Tanner,Lance Gibson,win,KO/TKO,1,4:58,1548.2,1525.0,1571.53,1501.67
UFC 29: Defense of the Belts,Fabiano Iha,Daiju Takase,win,KO/TKO,1,2:24,1493.39,1455.41,1515.67,1433.13
UFC 29: Defense of the Belts,Matt Lindland,Yoji Anjo,win,KO/TKO,1,2:58,1500.0,1456.97,1521.92,1435.05
UFC 29: Defense of the Belts,Pat Miletich,Kenichi Yamamoto,win,SUB,2,1:58,1617.86,1543.97,1637.62,1524.21
UFC 29: Defense of the Belts,Tito Ortiz,Yuki Kondo,win,SUB,1,1:52,1557.87,1525.0,1580.51,1502.36
UFC 30: Battle on the Boardwalk,Sean Sherk,Tiki Ghosn,win,SUB,2,4:47,1500.0,1475.0,1523.2,1451.8
UFC 30: Battle on the Boardwalk,Phil Baroni,Curtis Stout,win,U-DEC,2,5:00,1500.0,1500.0,1520.0,1480.0
UFC 30: Battle on the Boardwalk,Bobby Hoffman,Mark Robinson,nc,Overturned,1,3:27,1482.43,1500.0,1482.43,1500.0
UFC 30: Battle on the Boardwalk,Pedro Rizzo,Josh Barnett,win,KO/TKO,2,4:21,1600.63,1525.0,1620.27,1505.36
UFC 30: Battle on the Boardwalk,Elvis Sinosic,Jeremy Horn,win,SUB,1,2:52,1500.0,1557.31,1529.09,1528.22
UFC 30: Battle on the Boardwalk,Fabiano Iha,Phil Johns,win,SUB,1,1:40,1515.67,1500.0,1539.54,1476.13
UFC 30: Battle on the Boardwalk,Jens Pulver,Caol Uno,win,U-DEC,5,5:00,1567.23,1500.0,1583.41,1483.82
UFC 30: Battle on the Boardwalk,Tito Ortiz,Evan Tanner,win,KO/TKO,1,0:32,1580.51,1571.53,1604.86,1547.18
UFC 31: Locked and Loaded,Tony DeSouza,Steve Berger,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC 31: Locked and Loaded,BJ Penn,Joey Gilbert,win,KO/TKO,1,4:57,1500.0,1500.0,1525.0,1475.0
UFC 31: Locked and Loaded,Matt Lindland,Ricardo Almeida,win,DQ,3,4:21,1521.92,1500.0,1540.66,1481.26
UFC 31: Locked and Loaded,Semmy Schilt,Pete Williams,win,KO/TKO,2,1:28,1500.0,1535.75,1527.56,1508.19
UFC 31: Locked and Loaded,Shonie Carter,Matt Serra,win,KO/TKO,3,4:51,1538.85,1500.0,1561.07,1477.78
UFC 31: Locked and Loaded,Chuck Liddell,Kevin Randleman,win,KO/TKO,1,1:18,1537.91,1527.86,1562.19,1503.58
UFC 31: Locked and Loaded,Carlos Newton,Pat Miletich,win,SUB,3,2:50,1504.71,1637.62,1538.83,1603.5
UFC 31: Locked and Loaded,Randy Couture,Pedro Rizzo,win,U-DEC,5,5:00,1617.32,1620.27,1637.49,1600.1
UFC 32: Showdown in the Meadowlands,Tony DeSouza,Paul Rodriguez,win,SUB,1,1:05,1520.0,1500.0,1543.56,1476.44
UFC 32: Showdown in the Meadowlands,Ricco Rodriguez,Andrei Arlovski,win,KO/TKO,3,1:23,1500.0,1525.0,1526.8,1498.2
UFC 32: Showdown in the Meadowlands,Vladimir Matyushenko,Yuki Kondo,win,U-DEC,3,5:00,1500.0,1502.36,1520.14,1482.22
UFC 32: Showdown in the Meadowlands,Caol Uno,Fabiano Iha,win,KO/TKO,1,1:48,1483.82,1539.54,1512.8,1510.56
UFC 32: Showdown in the Meadowlands,Pat Miletich,Shonie Carter,win,KO/TKO,2,2:42,1603.5,1561.07,1625.46,1539.11
UFC 32: Showdown in the Meadowlands,Josh Barnett,Semmy Schilt,win,SUB,1,4:21,1505.36,1527.56,1531.96,1500.96
UFC 32: Showdown in the Meadowlands,BJ Penn,Din Thomas,win,KO/TKO,1,2:42,1525.0,1500.0,1548.2,1476.8
UFC 32: Showdown in the Meadowlands,Tito Ortiz,Elvis Sinosic,win,KO/TKO,1,3:32,1604.86,1529.09,1624.49,1509.46
UFC 33: Victory in Vegas,Din Thomas,Fabiano Iha,win,U-DEC,3,5:00,1476.8,1510.56,1498.74,1488.62
UFC 33: Victory in Vegas,Ricardo Almeida,Eugene Jackson,win,SUB,1,4:06,1481.26,1494.29,1507.2,1468.35
UFC 33: Victory in Vegas,Jutaro Nakao,Tony DeSouza,win,KO/TKO,2,0:15,1500.0,1543.56,1528.12,1515.44
UFC 33: Victory in Vegas,Dave Menne,Gil Castillo,win,U-DEC,5,5:00,1518.76,1500.0,1537.68,1481.08
UFC 33: Victory in Vegas,Matt Serra,Yves Edwards,win,M-DEC,3,5:00,1477.78,1500.0,1499.06,1478.72
UFC 33: Victory in Vegas,Chuck Liddell,Murilo Bustamante,win,U-DEC,3,5:00,1562.19,1523.6,1579.98,1505.81
UFC 33: Victory in Vegas,Jens Pulver,Dennis Hallman,win,U-DEC,5,5:00,1583.41,1528.03,1600.25,1511.19
UFC 33: Victory in Vegas,Tito Ortiz,Vladimir Matyushenko,win,U-DEC,5,5:00,1624.49,1520.14,1638.66,1505.97
UFC 34: High Voltage,Frank Mir,Roberto Traven,win,SUB,1,1:05,1500.0,1525.0,1526.8,1498.2
UFC 34: High Voltage,Matt Lindland,Phil Baroni,win,M-DEC,3,5:00,1540.66,1520.0,1559.47,1501.19
UFC 34: High Voltage,Evan Tanner,Homer Moore,win,SUB,2,0:55,1547.18,1500.0,1568.81,1478.37
UFC 34: High Voltage,Josh Barnett,Bobby Hoffman,win,KO/TKO,2,4:25,1531.96,1482.43,1553.42,1460.97
UFC 34: High Voltage,BJ Penn,Caol Uno,win,KO/TKO,1,0:11,1548.2,1512.8,1570.66,1490.34
UFC 34: High Voltage,Matt Hughes,Carlos Newton,win,KO/TKO,2,1:27,1514.3,1538.83,1541.06,1512.07
UFC 34: High Voltage,Ricco Rodriguez,Pete Williams,win,KO/TKO,2,4:02,1526.8,1508.19,1550.46,1484.53
UFC 34: High Voltage,Randy Couture,Pedro Rizzo,win,KO/TKO,3,3:22,1637.49,1600.1,1659.81,1577.78
UFC 35: Throwdown,Eugene Jackson,Keith Rockel,win,SUB,2,1:14,1468.35,1500.0,1495.62,1472.73
UFC 35: Throwdown,Gil Castillo,Chris Brennan,win,U-DEC,3,5:00,1481.08,1499.64,1502.15,1478.57
UFC 35: Throwdown,Kevin Randleman,Renato Sobral,win,U-DEC,3,5:00,1503.58,1523.42,1524.72,1502.28
UFC 35: Throwdown,Andrei Semenov,Ricardo Almeida,win,KO/TKO,2,2:01,1500.0,1507.2,1525.52,1481.68
UFC 35: Throwdown,Chuck Liddell,Amar Suloev,win,U-DEC,3,5:00,1579.98,1500.0,1595.46,1484.52
UFC 35: Throwdown,Murilo Bustamante,Dave Menne,win,KO/TKO,2,0:44,1505.81,1537.68,1533.1,1510.39
UFC 35: Throwdown,Ricco Rodriguez,Jeff Monson,win,KO/TKO,3,3:00,1550.46,1498.61,1571.76,1477.31
UFC 35: Throwdown,Jens Pulver,BJ Penn,win,M-DEC,5,5:00,1600.25,1570.66,1618.55,1552.36
UFC 36: Worlds Collide,Sean Sherk,Jutaro Nakao,win,U-DEC,3,5:00,1523.2,1528.12,1543.48,1507.84
UFC 36: Worlds Collide,Matt Serra,Kelly Dullanty,win,SUB,1,2:58,1499.06,1500.0,1524.13,1474.93
UFC 36: Worlds Collide,Frank Mir,Pete Williams,win,SUB,1,0:46,1526.8,1484.53,1548.77,1462.56
UFC 36: Worlds Collide,Evan Tanner,Elvis Sinosic,win,KO/TKO,1,2:06,1568.81,1509.46,1589.58,1488.69
UFC 36: Worlds Collide,Matt Lindland,Pat Miletich,win,KO/TKO,1,3:09,1559.47,1625.46,1589.16,1595.77
UFC 36: Worlds Collide,Matt Hughes,Hayato Sakurai,win,KO/TKO,4,3:01,1541.06,1500.0,1563.12,1477.94
UFC 36: Worlds Collide,Pedro Rizzo,Andrei Arlovski,win,KO/TKO,3,1:45,1577.78,1498.2,1597.15,1478.83
UFC 36: Worlds Collide,Josh Barnett,Randy Couture,win,KO/TKO,2,4:35,1553.42,1659.81,1585.84,1627.39
UFC 37: High Impact,Robbie Lawler,Aaron Riley,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC 37: High Impact,Benji Radach,Steve Berger,nc,Overturned,1,0:27,1500.0,1480.0,1500.0,1480.0
UFC 37: High Impact,Ivan Salaverry,Andrei Semenov,win,KO/TKO,3,2:27,1500.0,1525.52,1526.83,1498.69
UFC 37: High Impact,Caol Uno,Yves Edwards,win,U-DEC,3,5:00,1490.34,1478.72,1509.67,1459.39
UFC 37: High Impact,Phil Baroni,Amar Suloev,win,KO/TKO,1,2:59,1501.19,1484.52,1524.99,1460.72
UFC 37: High Impact,BJ Penn,Paul Creighton,win,KO/TKO,2,3:23,1552.36,1500.0,1573.62,1478.74
UFC 37: High Impact,Ricco Rodriguez,Tsuyoshi Kohsaka,win,KO/TKO,2,3:25,1571.76,1514.37,1592.67,1493.46
UFC 37: High Impact,Murilo Bustamante,Matt Lindland,win,SUB,3,1:33,1533.1,1589.16,1562.1,1560.16
UFC 37.5: As Real As It Gets,Yves Edwards,Joao Pierini,win,KO/TKO,1,1:19,1459.39,1500.0,1487.3,1472.09
UFC 37.5: As Real As It Gets,Tony Fryklund,Rodrigo Ruas,win,KO/TKO,2,3:34,1500.0,1500.0,1525.0,1475.0
UFC 37.5: As Real As It Gets,Robbie Lawler,Steve Berger,win,KO/TKO,2,0:27,1520.0,1480.0,1542.13,1457.87
UFC 37.5: As Real As It Gets,Pete Spratt,Zach Light,win,SUB,1,2:25,1500.0,1500.0,1525.0,1475.0
UFC 37.5: As Real As It Gets,Benji Radach,Nick Serra,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC 37.5: As Real As It Gets,Chuck Liddell,Vitor Belfort,win,U-DEC,3,5:00,1595.46,1593.51,1615.35,1573.62
UFC 38: Brawl at the Hall,Evan Tanner,Chris Haseman,win,U-DEC,3,5:00,1589.58,1500.0,1604.53,1485.05
UFC 38: Brawl at the Hall,Renato Sobral,Elvis Sinosic,win,U-DEC,3,5:00,1502.28,1488.69,1521.5,1469.47
UFC 38: Brawl at the Hall,Phillip Miller,James Zikic,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC 38: Brawl at the Hall,Genki Sudo,Leigh Remedios,win,SUB,2,1:38,1500.0,1500.0,1525.0,1475.0
UFC 38: Brawl at the Hall,Mark Weir,Eugene Jackson,win,KO/TKO,1,0:10,1500.0,1495.62,1524.68,1470.94
UFC 38: Brawl at the Hall,Ian Freeman,Frank Mir,win,KO/TKO,1,4:35,1523.02,1548.77,1549.87,1521.92
UFC 38: Brawl at the Hall,Matt Hughes,Carlos Newton,win,KO/TKO,4,3:37,1563.12,1512.07,1584.47,1490.72
UFC 39: The Warriors Return,Sean Sherk,Benji Radach,win,KO/TKO,1,4:16,1543.48,1520.0,1566.79,1496.69
UFC 39: The Warriors Return,Matt Lindland,Ivan Salaverry,win,U-DEC,3,5:00,1560.16,1526.83,1578.25,1508.74
UFC 39: The Warriors Return,Phil Baroni,Dave Menne,win,KO/TKO,1,0:18,1524.99,1510.39,1548.94,1486.44
UFC 39: The Warriors Return,Gan McGee,Pedro Rizzo,win,KO/TKO,1,5:00,1475.0,1597.15,1508.44,1563.71
UFC 39: The Warriors Return,Caol Uno,Din Thomas,win,U-DEC,3,5:00,1509.67,1498.74,1529.04,1479.37
UFC 39: The Warriors Return,BJ Penn,Matt Serra,win,U-DEC,3,5:00,1573.62,1524.13,1590.79,1506.96
UFC 39: The Warriors Return,Tim Sylvia,Wesley Correira,win,KO/TKO,2,1:43,1500.0,1500.0,1525.0,1475.0
UFC 39: The Warriors Return,Ricco Rodriguez,Randy Couture,win,KO/TKO,5,3:04,1592.67,1627.39,1620.16,1599.9
UFC 40: Vendetta,Phillip Miller,Mark Weir,win,SUB,2,4:50,1520.0,1524.68,1545.34,1499.34
UFC 40: Vendetta,Vladimir Matyushenko,Travis Wiuff,win,KO/TKO,1,4:10,1505.97,1500.0,1530.54,1475.43
UFC 40: Vendetta,Andrei Arlovski,Ian Freeman,win,KO/TKO,1,1:18,1478.83,1549.87,1508.87,1519.83
UFC 40: Vendetta,Robbie Lawler,Tiki Ghosn,win,KO/TKO,1,1:29,1542.13,1451.8,1560.77,1433.16
UFC 40: Vendetta,Carlos Newton,Pete Spratt,win,SUB,1,1:45,1490.72,1525.0,1518.18,1497.54
UFC 40: Vendetta,Matt Hughes,Gil Castillo,win,KO/TKO,1,5:00,1584.47,1502.15,1603.66,1482.96
UFC 40: Vendetta,Chuck Liddell,Renato Sobral,win,KO/TKO,1,2:55,1615.35,1521.5,1633.76,1503.09
UFC 40: Vendetta,Tito Ortiz,Ken Shamrock,win,KO/TKO,3,5:00,1638.66,1601.53,1661.0,1579.19
UFC 41: Onslaught,Yves Edwards,Rich Clementi,win,SUB,3,4:07,1487.3,1500.0,1513.21,1474.09
UFC 41: Onslaught,Gan McGee,Alexandre Dantas,win,KO/TKO,1,4:49,1508.44,1475.0,1531.04,1452.4
UFC 41: Onslaught,Din Thomas,Matt Serra,win,S-DEC,3,5:00,1479.37,1506.96,1500.95,1485.38
UFC 41: Onslaught,Vladimir Matyushenko,Pedro Rizzo,win,U-DEC,3,5:00,1530.54,1563.71,1552.44,1541.81
UFC 41: Onslaught,Matt Lindland,Phil Baroni,win,U-DEC,3,5:00,1578.25,1548.94,1596.57,1530.62
UFC 41: Onslaught,BJ Penn,Caol Uno,draw,S-DEC,5,5:00,1590.79,1529.04,1589.03,1530.8
UFC 41: Onslaught,Frank Mir,David Abbott,win,SUB,1,0:46,1521.92,1523.55,1547.04,1498.43
UFC 41: Onslaught,Tim Sylvia,Ricco Rodriguez,win,KO/TKO,1,3:09,1525.0,1620.16,1556.68,1588.48
UFC 42: Sudden Impact,David Loiseau,Mark Weir,win,KO/TKO,1,3:55,1500.0,1499.34,1524.95,1474.39
UFC 42: Sudden Impact,Hermes Franca,Richard Crunkilton,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC 42: Sudden Impact,Duane Ludwig,Genki Sudo,win,U-DEC,3,5:00,1500.0,1525.0,1521.44,1503.56
UFC 42: Sudden Impact,Rich Franklin,Evan Tanner,win,KO/TKO,1,2:40,1500.0,1604.53,1532.3,1572.23
UFC 42: Sudden Impact,Wesley Correira,Sean Alvarez,win,KO/TKO,2,1:46,1475.0,1500.0,1501.8,1473.2
UFC 42: Sudden Impact,Dave Strasser,Romie Aram,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC 42: Sudden Impact,Pete Spratt,Robbie Lawler,win,SUB,2,2:28,1497.54,1560.77,1527.04,1531.27
UFC 42: Sudden Impact,Matt Hughes,Sean Sherk,win,U-DEC,5,5:00,1603.66,1566.79,1621.55,1548.9
UFC 43: Meltdown,Pedro Rizzo,Tra Telligman,win,KO/TKO,2,4:24,1541.81,1480.39,1562.44,1459.76
UFC 43: Meltdown,Falaniko Vitale,Matt Lindland,win,KO/TKO,1,1:56,1500.0,1596.57,1531.78,1564.79
UFC 43: Meltdown,Yves Edwards,Eddie Ruiz,win,U-DEC,3,5:00,1513.21,1500.0,1532.45,1480.76
UFC 43: Meltdown,Frank Mir,Wes Sims,win,DQ,1,2:55,1547.04,1500.0,1564.35,1482.69
UFC 43: Meltdown,Vernon White,Ian Freeman,draw,S-DEC,3,5:00,1500.0,1519.83,1500.57,1519.26
UFC 43: Meltdown,Vitor Belfort,Marvin Eastman,win,KO/TKO,1,1:07,1573.62,1500.0,1593.4,1480.22
UFC 43: Meltdown,Kimo Leopoldo,David Abbott,win,SUB,1,1:59,1476.47,1498.43,1503.05,1471.85
UFC 43: Meltdown,Randy Couture,Chuck Liddell,win,KO/TKO,3,2:39,1599.9,1633.76,1627.33,1606.33
UFC 44: Undisputed,Hermes Franca,Caol Uno,win,KO/TKO,2,2:46,1520.0,1530.8,1545.78,1505.02
UFC 44: Undisputed,Nick Diaz,Jeremy Jackson,win,SUB,3,2:04,1500.0,1500.0,1525.0,1475.0
UFC 44: Undisputed,Josh Thomson,Gerald Strebendt,win,KO/TKO,1,2:45,1500.0,1500.0,1525.0,1475.0
UFC 44: Undisputed,Karo Parisyan,Dave Strasser,win,SUB,1,3:52,1500.0,1520.0,1526.44,1493.56
UFC 44: Undisputed,Rich Franklin,Edwin DeWees,win,KO/TKO,1,3:35,1532.3,1500.0,1554.98,1477.32
UFC 44: Undisputed,Jorge Rivera,David Loiseau,win,U-DEC,3,5:00,1500.0,1524.95,1521.43,1503.52
UFC 44: Undisputed,Tim Sylvia,Gan McGee,win,KO/TKO,1,1:54,1556.68,1531.04,1579.84,1507.88
UFC 44: Undisputed,Andrei Arlovski,Vladimir Matyushenko,win,KO/TKO,1,1:59,1508.87,1552.44,1536.99,1524.32
UFC 44: Undisputed,Randy Couture,Tito Ortiz,win,U-DEC,5,5:00,1627.33,1661.0,1649.26,1639.07
UFC 45: Revolution,Yves Edwards,Nick Agallar,win,KO/TKO,2,2:14,1532.45,1500.0,1555.12,1477.33
UFC 45: Revolution,Keith Rockel,Chris Liguori,win,SUB,1,3:29,1472.73,1500.0,1499.69,1473.04
UFC 45: Revolution,Pedro Rizzo,Ricco Rodriguez,win,U-DEC,3,5:00,1562.44,1588.48,1583.94,1566.98
UFC 45: Revolution,Robbie Lawler,Chris Lytle,win,U-DEC,3,5:00,1531.27,1480.0,1548.34,1462.93
UFC 45: Revolution,Evan Tanner,Phil Baroni,win,KO/TKO,1,4:42,1572.23,1530.62,1594.25,1508.6
UFC 45: Revolution,Wesley Correira,David Abbott,win,KO/TKO,1,2:14,1501.8,1471.85,1524.65,1449.0
UFC 45: Revolution,Matt Lindland,Falaniko Vitale,win,KO/TKO,3,4:23,1564.79,1531.78,1587.42,1509.15
UFC 45: Revolution,Matt Hughes,Frank Trigg,win,SUB,1,3:54,1621.55,1500.0,1638.14,1483.41
UFC 46: Supernatural,Matt Serra,Jeff Curran,win,U-DEC,3,5:00,1485.38,1500.0,1506.22,1479.16
UFC 46: Supernatural,Josh Thomson,Hermes Franca,win,M-DEC,3,5:00,1525.0,1545.78,1546.19,1524.59
UFC 46: Supernatural,Georges St-Pierre,Karo Parisyan,win,U-DEC,3,5:00,1500.0,1526.44,1521.52,1504.92
UFC 46: Supernatural,Lee Murray,Jorge Rivera,win,SUB,1,1:45,1500.0,1521.43,1526.54,1494.89
UFC 46: Supernatural,Frank Mir,Wes Sims,win,KO/TKO,2,4:21,1564.35,1482.69,1583.58,1463.46
UFC 46: Supernatural,BJ Penn,Matt Hughes,win,SUB,1,4:39,1589.03,1638.14,1617.54,1609.63
UFC 46: Supernatural,Renato Verissimo,Carlos Newton,win,U-DEC,3,5:00,1500.0,1518.18,1521.05,1497.13
UFC 46: Supernatural,Vitor Belfort,Randy Couture,win,KO/TKO,1,0:49,1593.4,1649.26,1622.39,1620.27
UFC 47: It's On!,Genki Sudo,Mike Brown,win,SUB,1,3:31,1503.56,1500.0,1528.3,1475.26
UFC 47: It's On!,Jonathan Wiezorek,Wade Shipp,win,KO/TKO,1,4:40,1500.0,1500.0,1525.0,1475.0
UFC 47: It's On!,Mike Kyle,Wes Sims,win,KO/TKO,1,4:59,1500.0,1463.46,1522.38,1441.08
UFC 47: It's On!,Nick Diaz,Robbie Lawler,win,KO/TKO,2,1:31,1525.0,1548.34,1551.68,1521.66
UFC 47: It's On!,Andrei Arlovski,Wesley Correira,win,KO/TKO,2,1:15,1536.99,1524.65,1561.1,1500.54
UFC 47: It's On!,Yves Edwards,Hermes Franca,win,S-DEC,3,5:00,1555.12,1524.59,1573.37,1506.34
UFC 47: It's On!,Chris Lytle,Tiki Ghosn,win,SUB,2,1:55,1462.93,1433.16,1485.79,1410.3
UFC 47: It's On!,Chuck Liddell,Tito Ortiz,win,KO/TKO,2,0:38,1606.33,1639.07,1633.68,1611.72
