event,fighter_1,fighter_2,result,method,round,time,fighter_1_elo_start,fighter_2_elo_start,fighter_1_elo_end,fighter_2_elo_end
UFC 232: Jones vs. Gustafsson 2,Montel Jackson,Brian Kelleher,win,SUB,1,1:40,1481.35,1536.31,1510.27,1507.39
UFC 232: Jones vs. Gustafsson 2,Curtis Millender,Siyar Bahadurzada,win,U-DEC,3,5:00,1551.72,1564.85,1572.48,1544.09
UFC 232: Jones vs. Gustafsson 2,Uriah Hall,Bevon Lewis,win,KO/TKO,3,1:32,1515.88,1500.0,1539.74,1476.14
UFC 232: Jones vs. Gustafsson 2,Nathaniel Wood,Andre Ewell,win,SUB,3,4:12,1525.06,1523.24,1549.93,1498.37
UFC 232: Jones vs. Gustafsson 2,Ryan Hall,BJ Penn,win,SUB,1,2:46,1542.23,1545.49,1567.46,1520.26
UFC 232: Jones vs. Gustafsson 2,Petr Yan,Douglas Silva de Andrade,win,KO/TKO,2,5:00,1543.82,1524.41,1567.42,1500.81
UFC 232: Jones vs. Gustafsson 2,Megan Anderson,Cat Zingano,win,KO/TKO,1,1:01,1480.84,1519.17,1508.59,1491.42
UFC 232: Jones vs. Gustafsson 2,Andrei Arlovski,Walt Harris,nc,Overturned,3,5:00,1553.23,1493.2,1553.23,1493.2
UFC 232: Jones vs. Gustafsson 2,Alexander Volkanovski,Chad Mendes,win,KO/TKO,2,4:14,1608.92,1619.11,1634.65,1593.38
UFC 232: Jones vs. Gustafsson 2,Corey Anderson,Ilir Latifi,win,U-DEC,3,5:00,1571.21,1599.0,1592.81,1577.4
UFC 232: Jones vs. Gustafsson 2,Michael Chiesa,Carlos Condit,win,SUB,2,0:56,1565.67,1535.46,1588.5,1512.63
UFC 232: Jones vs. Gustafsson 2,Amanda Nunes,Cristiane Justino,win,KO/TKO,1,0:51,1667.42,1606.43,1688.08,1585.77
UFC 232: Jones vs. Gustafsson 2,Jon Jones,Alexander Gustafsson,win,KO/TKO,3,2:02,1793.99,1643.82,1808.81,1629.0
UFC Fight Night: Cejudo vs. Dillashaw,Chance Rencountre,Kyle Stewart,win,SUB,1,2:25,1483.09,1500.0,1509.31,1473.78
UFC Fight Night: Cejudo vs. Dillashaw,Geoff Neal,Belal Muhammad,win,U-DEC,3,5:00,1544.1,1570.95,1565.64,1549.41
UFC Fight Night: Cejudo vs. Dillashaw,Dennis Bermudez,Te Edwards,win,U-DEC,3,5:00,1514.68,1475.0,1532.41,1457.27
UFC Fight Night: Cejudo vs. Dillashaw,Cory Sandhagen,Mario Bautista,win,SUB,1,3:31,1552.87,1500.0,1574.09,1478.78
UFC Fight Night: Cejudo vs. Dillashaw,Alonzo Menifield,Vinicius Moreira,win,KO/TKO,1,3:56,1500.0,1500.0,1525.0,1475.0
UFC Fight Night: Cejudo vs. Dillashaw,Joanne Wood,Ariane da Silva,win,U-DEC,3,5:00,1518.68,1500.0,1537.61,1481.07
UFC Fight Night: Cejudo vs. Dillashaw,Donald Cerrone,Alexander Hernandez,win,KO/TKO,2,3:43,1683.13,1557.07,1699.44,1540.76
UFC Fight Night: Cejudo vs. Dillashaw,Glover Teixeira,Karl Roberson,win,SUB,1,3:21,1620.88,1521.52,1638.92,1503.48
UFC Fight Night: Cejudo vs. Dillashaw,Paige VanZant,Rachael Ostovich,win,SUB,2,1:50,1512.7,1500.0,1536.79,1475.91
UFC Fight Night: Cejudo vs. Dillashaw,Joseph Benavidez,Dustin Ortiz,win,U-DEC,3,5:00,1665.74,1578.21,1680.81,1563.14
UFC Fight Night: Cejudo vs. Dillashaw,Gregor Gillespie,Yancy Medeiros,win,KO/TKO,2,4:59,1611.21,1569.4,1633.22,1547.39
UFC Fight Night: Cejudo vs. Dillashaw,Allen Crowder,Greg Hardy,win,DQ,2,2:28,1476.44,1500.0,1497.79,1478.65
UFC Fight Night: Cejudo vs. Dillashaw,Henry Cejudo,TJ Dillashaw,win,KO/TKO,1,0:32,1623.16,1704.18,1653.89,1673.45
UFC Fight Night: Assuncao vs. Moraes 2,Rogerio Bontorin,Bibulatov Magomed,win,S-DEC,3,5:00,1500.0,1496.85,1519.82,1477.03
UFC Fight Night: Assuncao vs. Moraes 2,Said Nurmagomedov,Ricardo Ramos,win,KO/TKO,1,2:28,1519.01,1565.42,1547.33,1537.1
UFC Fight Night: Assuncao vs. Moraes 2,Geraldo de Freitas,Felipe Colares,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC Fight Night: Assuncao vs. Moraes 2,Jairzinho Rozenstruik,Junior Albini,win,KO/TKO,2,0:54,1500.0,1486.68,1524.04,1462.64
UFC Fight Night: Assuncao vs. Moraes 2,Thiago Alves,Max Griffin,win,S-DEC,3,5:00,1556.41,1493.47,1572.83,1477.05
UFC Fight Night: Assuncao vs. Moraes 2,Mara Romero Borella,Taila Santos,win,S-DEC,3,5:00,1504.49,1500.0,1524.23,1480.26
UFC Fight Night: Assuncao vs. Moraes 2,Markus Perez,Anthony Hernandez,win,SUB,2,1:07,1484.91,1500.0,1511.0,1473.91
UFC Fight Night: Assuncao vs. Moraes 2,Livinha Souza,Sarah Frota,win,S-DEC,3,5:00,1522.1,1500.0,1540.83,1481.27
UFC Fight Night: Assuncao vs. Moraes 2,Johnny Walker,Justin Ledet,win,KO/TKO,1,0:15,1527.53,1538.82,1553.34,1513.01
UFC Fight Night: Assuncao vs. Moraes 2,Charles Oliveira,David Teymur,win,SUB,2,0:55,1621.64,1605.87,1645.51,1582.0
UFC Fight Night: Assuncao vs. Moraes 2,Demian Maia,Lyman Good,win,SUB,1,2:38,1665.06,1532.08,1680.93,1516.21
UFC Fight Night: Assuncao vs. Moraes 2,Jose Aldo,Renato Moicano,win,KO/TKO,2,0:44,1642.3,1589.76,1663.55,1568.51
UFC Fight Night: Assuncao vs. Moraes 2,Marlon Moraes,Raphael Assuncao,win,SUB,1,3:17,1573.64,1666.59,1605.17,1635.06
UFC 234: Adesanya vs. Silva,Jonathan Martinez,Wulijiburen,win,U-DEC,3,5:00,1478.38,1455.14,1497.04,1436.48
UFC 234: Adesanya vs. Silva,Jalin Turner,Callan Potter,win,KO/TKO,1,0:53,1482.29,1500.0,1508.56,1473.73
UFC 234: Adesanya vs. Silva,Kyung Ho Kang,Teruto Ishihara,win,SUB,1,3:59,1529.56,1478.49,1550.91,1457.14
UFC 234: Adesanya vs. Silva,Kai Kara-France,Raulian Paiva,win,S-DEC,3,5:00,1518.45,1500.0,1537.39,1481.06
UFC 234: Adesanya vs. Silva,Shane Young,Austin Arnett,win,U-DEC,3,5:00,1507.07,1477.81,1525.39,1459.49
UFC 234: Adesanya vs. Silva,Devonte Smith,Dong Hyun Ma,win,KO/TKO,1,3:53,1524.53,1515.53,1548.88,1491.18
UFC 234: Adesanya vs. Silva,Jimmy Crute,Sam Alvey,win,KO/TKO,1,2:49,1525.24,1579.34,1554.1,1550.48
UFC 234: Adesanya vs. Silva,Montana De La Rosa,Nadia Kassem,win,SUB,2,2:37,1550.0,1518.75,1572.76,1495.99
UFC 234: Adesanya vs. Silva,Ricky Simon,Rani Yahya,win,U-DEC,3,5:00,1542.18,1633.61,1567.32,1608.47
UFC 234: Adesanya vs. Silva,Lando Vannata,Marcos Mariano,win,SUB,1,4:55,1480.26,1500.0,1506.68,1473.58
UFC 234: Adesanya vs. Silva,Israel Adesanya,Anderson Silva,win,U-DEC,3,5:00,1596.78,1698.47,1622.47,1672.78
UFC Fight Night: Ngannou vs. Velasquez,Emily Whitmire,Aleksandra Albu,win,SUB,1,1:01,1496.3,1540.03,1524.43,1511.9
UFC Fight Night: Ngannou vs. Velasquez,Luke Sanders,Renan Barao,win,KO/TKO,2,1:01,1480.82,1533.52,1509.58,1504.76
UFC Fight Night: Ngannou vs. Velasquez,Nik Lentz,Scott Holtzman,win,U-DEC,3,5:00,1602.74,1564.59,1620.55,1546.78
UFC Fight Night: Ngannou vs. Velasquez,Andrea Lee,Ashlee Evans-Smith,win,U-DEC,3,5:00,1518.55,1496.57,1537.29,1477.83
UFC Fight Night: Ngannou vs. Velasquez,Manny Bermudez,Benito Lopez,win,SUB,1,3:09,1543.8,1518.99,1567.02,1495.77
UFC Fight Night: Ngannou vs. Velasquez,Aljamain Sterling,Jimmie Rivera,win,U-DEC,3,5:00,1606.52,1599.67,1626.13,1580.06
UFC Fight Night: Ngannou vs. Velasquez,Andre Fili,Myles Jury,win,U-DEC,3,5:00,1519.76,1590.58,1543.78,1566.56
UFC Fight Night: Ngannou vs. Velasquez,Vicente Luque,Bryan Barberena,win,KO/TKO,3,4:54,1622.01,1565.27,1642.96,1544.32
UFC Fight Night: Ngannou vs. Velasquez,Kron Gracie,Alex Caceres,win,SUB,1,2:06,1500.0,1508.91,1525.64,1483.27
UFC Fight Night: Ngannou vs. Velasquez,Cynthia Calvillo,Cortney Casey,win,U-DEC,3,5:00,1568.49,1495.61,1584.36,1479.74
UFC Fight Night: Ngannou vs. Velasquez,Paul Felder,James Vick,win,U-DEC,3,5:00,1583.81,1630.09,1606.46,1607.44
UFC Fight Night: Ngannou vs. Velasquez,Francis Ngannou,Cain Velasquez,win,KO/TKO,1,0:26,1632.09,1702.55,1662.09,1672.55
UFC Fight Night: Blachowicz vs. Santos,Damir Ismagulov,Joel Alvarez,win,U-DEC,3,5:00,1520.0,1500.0,1538.85,1481.15
UFC Fight Night: Blachowicz vs. Santos,Diego Ferreira,Rustam Khabilov,win,U-DEC,3,5:00,1576.47,1635.9,1599.86,1612.51
UFC Fight Night: Blachowicz vs. Santos,Ismail Naurdiev,Michel Prazeres,win,U-DEC,3,5:00,1500.0,1651.63,1528.21,1623.42
UFC Fight Night: Blachowicz vs. Santos,Damir Hadzovic,Marco Polo Reyes,win,KO/TKO,2,2:03,1510.01,1562.42,1538.75,1533.68
UFC Fight Night: Blachowicz vs. Santos,Gillian Robertson,Veronica Hardy,win,SUB,2,3:27,1519.75,1456.28,1540.23,1435.8
UFC Fight Night: Blachowicz vs. Santos,Chris Fishgold,Daniel Teymur,win,SUB,2,1:10,1477.07,1457.87,1500.69,1434.25
UFC Fight Night: Blachowicz vs. Santos,Dwight Grant,Carlo Pedersoli Jr.,win,KO/TKO,1,4:59,1480.19,1501.28,1506.71,1474.76
UFC Fight Night: Blachowicz vs. Santos,Magomed Ankalaev,Klidson Abreu,win,U-DEC,3,5:00,1498.83,1500.0,1518.9,1479.93
UFC Fight Night: Blachowicz vs. Santos,Petr Yan,John Dodson,win,U-DEC,3,5:00,1567.42,1581.98,1588.26,1561.14
UFC Fight Night: Blachowicz vs. Santos,Liz Carmouche,Lucie Pudilova,win,U-DEC,3,5:00,1507.52,1499.0,1527.03,1479.49
UFC Fight Night: Blachowicz vs. Santos,Michal Oleksiejczuk,Gian Villante,win,KO/TKO,1,1:34,1500.0,1520.99,1526.51,1494.48
UFC Fight Night: Blachowicz vs. Santos,Stefan Struve,Marcos Rogerio de Lima,win,SUB,2,2:21,1534.25,1536.95,1559.44,1511.76
UFC Fight Night: Blachowicz vs. Santos,Thiago Santos,Jan Blachowicz,win,KO/TKO,3,0:39,1642.76,1572.55,1662.78,1552.53
UFC 235: Jones vs. Smith,Hannah Cifers,Polyana Viana,win,S-DEC,3,5:00,1475.0,1504.84,1496.71,1483.13
UFC 235: Jones vs. Smith,Macy Chiasson,Gina Mazany,win,KO/TKO,1,1:49,1525.0,1476.83,1546.56,1455.27
UFC 235: Jones vs. Smith,Edmen Shahbazyan,Charles Byrd,win,KO/TKO,1,0:38,1519.6,1495.63,1542.88,1472.35
UFC 235: Jones vs. Smith,Diego Sanchez,Mickey Gall,win,KO/TKO,2,4:13,1559.85,1570.13,1585.59,1544.39
UFC 235: Jones vs. Smith,Cody Stamann,Alejandro Perez,win,U-DEC,3,5:00,1539.97,1609.61,1563.93,1585.65
UFC 235: Jones vs. Smith,Johnny Walker,Misha Cirkunov,win,KO/TKO,1,0:36,1553.34,1569.07,1579.47,1542.94
UFC 235: Jones vs. Smith,Zabit Magomedsharipov,Jeremy Stephens,win,U-DEC,3,5:00,1584.91,1577.62,1604.49,1558.04
UFC 235: Jones vs. Smith,Pedro Munhoz,Cody Garbrandt,win,KO/TKO,1,4:52,1611.38,1593.94,1635.13,1570.19
UFC 235: Jones vs. Smith,Zhang Weili,Tecia Pennington,win,U-DEC,3,5:00,1542.2,1554.15,1562.89,1533.46
UFC 235: Jones vs. Smith,Ben Askren,Robbie Lawler,win,SUB,1,3:20,1500.0,1660.02,1535.76,1624.26
UFC 235: Jones vs. Smith,Kamaru Usman,Tyron Woodley,win,U-DEC,5,5:00,1687.46,1700.09,1708.19,1679.36
UFC 235: Jones vs. Smith,Jon Jones,Anthony Smith,win,U-DEC,5,5:00,1808.81,1611.46,1818.53,1601.74
UFC Fight Night: Lewis vs. Dos Santos,Alex White,Dan Moret,win,U-DEC,3,5:00,1463.58,1479.86,1484.52,1458.92
UFC Fight Night: Lewis vs. Dos Santos,Alex Morono,Zak Ottow,win,KO/TKO,1,3:34,1535.52,1523.1,1559.63,1498.99
UFC Fight Night: Lewis vs. Dos Santos,Matt Schnell,Louis Smolka,win,SUB,1,3:18,1499.34,1523.04,1526.04,1496.34
UFC Fight Night: Lewis vs. Dos Santos,Maurice Greene,Jeff Hughes,win,S-DEC,3,5:00,1525.0,1500.0,1543.56,1481.44
UFC Fight Night: Lewis vs. Dos Santos,Grant Dawson,Julian Erosa,win,U-DEC,3,5:00,1500.0,1468.96,1518.22,1450.74
UFC Fight Night: Lewis vs. Dos Santos,Yana Santos,Marion Reneau,win,U-DEC,3,5:00,1501.95,1547.89,1524.58,1525.26
UFC Fight Night: Lewis vs. Dos Santos,Anthony Rocco Martin,Sergio Moraes,win,U-DEC,3,5:00,1589.73,1620.6,1611.5,1598.83
UFC Fight Night: Lewis vs. Dos Santos,Omari Akhmedov,Tim Boetsch,win,U-DEC,3,5:00,1536.98,1543.47,1557.35,1523.1
UFC Fight Night: Lewis vs. Dos Santos,Beneil Dariush,Drew Dober,win,SUB,2,4:41,1590.35,1547.5,1612.28,1525.57
UFC Fight Night: Lewis vs. Dos Santos,Blagoy Ivanov,Ben Rothwell,win,U-DEC,3,5:00,1487.86,1582.08,1513.15,1556.79
UFC Fight Night: Lewis vs. Dos Santos,Niko Price,Tim Means,win,KO/TKO,1,4:50,1548.1,1561.75,1574.08,1535.77
UFC Fight Night: Lewis vs. Dos Santos,Elizeu Zaleski dos Santos,Curtis Millender,win,SUB,1,2:35,1609.79,1572.48,1632.12,1550.15
UFC Fight Night: Lewis vs. Dos Santos,Junior Dos Santos,Derrick Lewis,win,KO/TKO,2,1:58,1675.36,1655.78,1698.95,1632.19
UFC Fight Night: Till vs. Masvidal,Mike Grundy,Nad Narimani,win,KO/TKO,2,4:42,1500.0,1538.85,1527.78,1511.07
UFC Fight Night: Till vs. Masvidal,Molly McCann,Priscila Cachoeira,win,U-DEC,3,5:00,1476.8,1477.76,1496.86,1457.7
UFC Fight Night: Till vs. Masvidal,Dan Ige,Danny Henry,win,SUB,1,1:17,1523.04,1543.56,1549.51,1517.09
UFC Fight Night: Till vs. Masvidal,Saparbeg Safarov,Nicolae Negumereanu,win,U-DEC,3,5:00,1454.71,1500.0,1477.3,1477.41
UFC Fight Night: Till vs. Masvidal,Marc Diakiese,Joe Duffy,win,U-DEC,3,5:00,1493.18,1550.68,1516.46,1527.4
UFC Fight Night: Till vs. Masvidal,Arnold Allen,Jordan Rinaldi,win,U-DEC,3,5:00,1583.06,1510.83,1598.96,1494.93
UFC Fight Night: Till vs. Masvidal,Jack Marshman,John Phillips,win,S-DEC,3,5:00,1481.92,1450.71,1500.13,1432.5
UFC Fight Night: Till vs. Masvidal,Claudio Silva,Danny Roberts,win,SUB,3,2:37,1567.15,1556.28,1591.37,1532.06
UFC Fight Night: Till vs. Masvidal,Nathaniel Wood,Jose Quinonez,win,SUB,2,2:46,1549.93,1563.33,1575.89,1537.37
UFC Fight Night: Till vs. Masvidal,Dominick Reyes,Volkan Oezdemir,win,S-DEC,3,5:00,1591.81,1541.26,1608.92,1524.15
UFC Fight Night: Till vs. Masvidal,Leon Edwards,Gunnar Nelson,win,S-DEC,3,5:00,1637.83,1624.51,1657.06,1605.28
UFC Fight Night: Till vs. Masvidal,Jorge Masvidal,Darren Till,win,KO/TKO,2,3:05,1594.0,1599.39,1619.39,1574.0
UFC Fight Night: Thompson vs. Pettis,Jordan Espinosa,Eric Shelton,win,U-DEC,3,5:00,1500.0,1487.62,1519.29,1468.33
UFC Fight Night: Thompson vs. Pettis,Chris Gutierrez,Ryan MacDonald,win,U-DEC,3,5:00,1476.71,1500.0,1498.05,1478.66
UFC Fight Night: Thompson vs. Pettis,Randa Markos,Angela Hill,win,SUB,1,4:24,1480.88,1462.69,1504.57,1439.0
UFC Fight Night: Thompson vs. Pettis,Jennifer Maia,Alexis Davis,win,U-DEC,3,5:00,1479.24,1542.05,1502.82,1518.47
UFC Fight Night: Thompson vs. Pettis,Marlon Vera,Frankie Saenz,win,KO/TKO,1,1:25,1559.34,1530.27,1582.25,1507.36
UFC Fight Night: Thompson vs. Pettis,Bryce Mitchell,Bobby Moffett,win,U-DEC,3,5:00,1520.0,1500.0,1538.85,1481.15
UFC Fight Night: Thompson vs. Pettis,Maycee Barber,JJ Aldrich,win,KO/TKO,2,3:01,1525.0,1542.39,1551.25,1516.14
UFC Fight Night: Thompson vs. Pettis,Luis Pena,Steven Peterson,win,U-DEC,3,5:00,1504.71,1498.99,1524.38,1479.32
UFC Fight Night: Thompson vs. Pettis,Jussier Formiga,Deiveson Figueiredo,win,U-DEC,3,5:00,1599.48,1595.66,1619.26,1575.88
UFC Fight Night: Thompson vs. Pettis,John Makdessi,Jesus Pinedo,win,U-DEC,3,5:00,1553.03,1519.2,1571.09,1501.14
UFC Fight Night: Thompson vs. Pettis,Curtis Blaydes,Justin Willis,win,U-DEC,3,5:00,1576.28,1579.03,1596.44,1558.87
UFC Fight Night: Thompson vs. Pettis,Anthony Pettis,Stephen Thompson,win,KO/TKO,2,4:55,1584.44,1636.06,1613.13,1607.37
UFC Fight Night: Barboza vs. Gaethje,Alex Perez,Mark De La Rosa,win,U-DEC,3,5:00,1545.83,1516.22,1564.13,1497.92
UFC Fight Night: Barboza vs. Gaethje,Maryna Moroz,Sabina Mazo,win,U-DEC,3,5:00,1498.93,1500.0,1518.99,1479.94
UFC Fight Night: Barboza vs. Gaethje,Casey Kenney,Ray Borg,win,U-DEC,3,5:00,1500.0,1556.74,1523.24,1533.5
UFC Fight Night: Barboza vs. Gaethje,Kevin Holland,Gerald Meerschaert,win,S-DEC,3,5:00,1509.16,1545.53,1531.25,1523.44
UFC Fight Night: Barboza vs. Gaethje,Kevin Aguilar,Enrique Barzola,win,U-DEC,3,5:00,1521.66,1572.47,1544.56,1549.57
UFC Fight Night: Barboza vs. Gaethje,Desmond Green,Ross Pearson,win,KO/TKO,1,2:52,1501.04,1486.36,1524.98,1462.42
UFC Fight Night: Barboza vs. Gaethje,Marina Rodriguez,Jessica Aguilar,win,U-DEC,3,5:00,1499.43,1459.58,1517.15,1441.86
UFC Fight Night: Barboza vs. Gaethje,Sodiq Yusuff,Sheymon Moraes,win,U-DEC,3,5:00,1525.0,1520.65,1544.75,1500.9
UFC Fight Night: Barboza vs. Gaethje,Paul Craig,Kennedy Nzechukwu,win,SUB,3,4:20,1478.16,1500.0,1504.73,1473.43
UFC Fight Night: Barboza vs. Gaethje,Michelle Waterson-Gomez,Karolina Kowalkiewicz,win,U-DEC,3,5:00,1549.02,1537.12,1568.34,1517.8
UFC Fight Night: Barboza vs. Gaethje,Josh Emmett,Michael Johnson,win,KO/TKO,3,4:14,1547.12,1563.01,1573.26,1536.87
UFC Fight Night: Barboza vs. Gaethje,Jack Hermansson,David Branch,win,SUB,1,0:49,1579.49,1511.7,1599.67,1491.52
UFC Fight Night: Barboza vs. Gaethje,Justin Gaethje,Edson Barboza,win,KO/TKO,1,2:30,1529.74,1638.52,1562.32,1605.94
UFC 236: Holloway vs. Poirier 2,Brandon Davis,Randy Costa,win,SUB,2,1:12,1464.24,1500.0,1491.8,1472.44
UFC 236: Holloway vs. Poirier 2,Poliana Botelho,Lauren Mueller,win,U-DEC,3,5:00,1518.66,1493.38,1537.21,1474.83
UFC 236: Holloway vs. Poirier 2,Montel Jackson,Andre Soukhamthath,win,U-DEC,3,5:00,1510.27,1493.49,1529.3,1474.46
UFC 236: Holloway vs. Poirier 2,Belal Muhammad,Curtis Millender,win,U-DEC,3,5:00,1549.41,1550.15,1569.45,1530.11
UFC 236: Holloway vs. Poirier 2,Khalid Taha,Boston Salmon,win,KO/TKO,1,0:25,1480.0,1500.0,1506.44,1473.56
UFC 236: Holloway vs. Poirier 2,Max Griffin,Zelim Imadaev,win,M-DEC,3,5:00,1477.05,1500.0,1498.37,1478.68
UFC 236: Holloway vs. Poirier 2,Alexandre Pantoja,Wilson Reis,win,KO/TKO,1,2:58,1567.79,1541.82,1590.92,1518.69
UFC 236: Holloway vs. Poirier 2,Matt Frevola,Jalin Turner,win,U-DEC,3,5:00,1477.96,1508.56,1499.72,1486.8
UFC 236: Holloway vs. Poirier 2,Nikita Krylov,Ovince Saint Preux,win,SUB,2,2:30,1547.29,1587.21,1575.15,1559.35
UFC 236: Holloway vs. Poirier 2,Dwight Grant,Alan Jouban,win,S-DEC,3,5:00,1506.71,1559.74,1529.74,1536.71
UFC 236: Holloway vs. Poirier 2,Khalil Rountree Jr.,Eryk Anders,win,U-DEC,3,5:00,1507.71,1512.89,1528.01,1492.59
UFC 236: Holloway vs. Poirier 2,Israel Adesanya,Kelvin Gastelum,win,U-DEC,5,5:00,1622.47,1663.63,1644.83,1641.27
UFC 236: Holloway vs. Poirier 2,Dustin Poirier,Max Holloway,win,U-DEC,5,5:00,1706.52,1767.69,1730.01,1744.2
UFC Fight Night: Overeem vs. Oleinik,Magomed Mustafaev,Rafael Fiziev,win,KO/TKO,1,1:26,1529.29,1500.0,1552.19,1477.1
UFC Fight Night: Overeem vs. Oleinik,Michal Oleksiejczuk,Gadzhimurad Antigulov,win,KO/TKO,1,0:44,1526.51,1523.12,1551.27,1498.36
UFC Fight Night: Overeem vs. Oleinik,Shamil Abdurakhimov,Marcin Tybura,win,KO/TKO,2,3:15,1544.36,1542.68,1569.24,1517.8
UFC Fight Night: Overeem vs. Oleinik,Alexander Yakovlev,Alex Da Silva,win,SUB,2,3:10,1481.52,1500.0,1507.85,1473.67
UFC Fight Night: Overeem vs. Oleinik,Sultan Aliev,Keita Nakamura,win,U-DEC,3,5:00,1478.99,1495.68,1499.95,1474.72
UFC Fight Night: Overeem vs. Oleinik,Movsar Evloev,SeungWoo Choi,win,U-DEC,3,5:00,1500.0,1500.0,1520.0,1480.0
UFC Fight Night: Overeem vs. Oleinik,Krzysztof Jotko,Alen Amedovski,win,U-DEC,3,5:00,1522.8,1500.0,1541.49,1481.31
UFC Fight Night: Overeem vs. Oleinik,Roxanne Modafferi,Antonina Shevchenko,win,S-DEC,3,5:00,1469.21,1521.21,1492.18,1498.24
UFC Fight Night: Overeem vs. Oleinik,Sergei Pavlovich,Marcelo Golm,win,KO/TKO,1,1:06,1480.73,1481.39,1505.78,1456.34
UFC Fight Night: Overeem vs. Oleinik,Islam Makhachev,Arman Tsarukyan,win,U-DEC,3,5:00,1601.0,1500.0,1615.34,1485.66
UFC Fight Night: Overeem vs. Oleinik,Alistair Overeem,Aleksei Oleinik,win,KO/TKO,1,4:45,1600.37,1595.54,1625.02,1570.89
UFC Fight Night: Jacare vs. Hermansson,Dhiego Lima,Court McGee,win,S-DEC,3,5:00,1450.48,1529.15,1474.93,1504.7
UFC Fight Night: Jacare vs. Hermansson,Angela Hill,Jodie Esquibel,win,U-DEC,3,5:00,1439.0,1459.86,1460.2,1438.66
UFC Fight Night: Jacare vs. Hermansson,Jim Miller,Jason Gonzalez,win,SUB,1,2:12,1551.19,1477.71,1570.98,1457.92
UFC Fight Night: Jacare vs. Hermansson,Gilbert Burns,Mike Davis,win,SUB,2,4:15,1584.87,1500.0,1603.88,1480.99
UFC Fight Night: Jacare vs. Hermansson,Carla Esparza,Virna Jandiroba,win,U-DEC,3,5:00,1502.2,1500.0,1522.07,1480.13
UFC Fight Night: Jacare vs. Hermansson,Augusto Sakai,Andrei Arlovski,win,S-DEC,3,5:00,1522.0,1553.23,1543.79,1531.44
UFC Fight Night: Jacare vs. Hermansson,Takashi Sato,Ben Saunders,win,KO/TKO,2,1:18,1500.0,1504.11,1525.3,1478.81
UFC Fight Night: Jacare vs. Hermansson,Roosevelt Roberts,Thomas Gifford,win,U-DEC,3,5:00,1523.87,1500.0,1542.5,1481.37
UFC Fight Night: Jacare vs. Hermansson,Cory Sandhagen,John Lineker,win,S-DEC,3,5:00,1574.09,1671.41,1599.55,1645.95
UFC Fight Night: Jacare vs. Hermansson,Glover Teixeira,Ion Cutelaba,win,SUB,2,3:37,1638.92,1534.51,1656.63,1516.8
UFC Fight Night: Jacare vs. Hermansson,Mike Perry,Alex Oliveira,win,U-DEC,3,5:00,1544.5,1609.58,1568.2,1585.88
UFC Fight Night: Jacare vs. Hermansson,Greg Hardy,Dmitrii Smoliakov,win,KO/TKO,1,2:15,1478.65,1448.21,1501.47,1425.39
UFC Fight Night: Jacare vs. Hermansson,Jack Hermansson,Jacare Souza,win,U-DEC,5,5:00,1599.67,1662.08,1623.22,1638.53
UFC Fight Night: Iaquinta vs. Cowboy,Cole Smith,Mitch Gagnon,win,U-DEC,3,5:00,1500.0,1523.55,1521.35,1502.2
UFC Fight Night: Iaquinta vs. Cowboy,Arjan Bhullar,Juan Adams,win,U-DEC,3,5:00,1515.15,1523.24,1535.62,1502.77
UFC Fight Night: Iaquinta vs. Cowboy,Matt Sayles,Kyle Nelson,win,SUB,3,3:16,1478.67,1478.96,1503.69,1453.94
UFC Fight Night: Iaquinta vs. Cowboy,Nordine Taleb,Kyle Prepolec,win,U-DEC,3,5:00,1528.93,1500.0,1547.27,1481.66
UFC Fight Night: Iaquinta vs. Cowboy,Vince Morales,Aiemann Zahabi,win,U-DEC,3,5:00,1482.8,1494.83,1503.49,1474.14
UFC Fight Night: Iaquinta vs. Cowboy,Macy Chiasson,Sarah Moras,win,KO/TKO,2,2:22,1546.56,1480.64,1566.87,1460.33
UFC Fight Night: Iaquinta vs. Cowboy,Andrew Sanchez,Marc-Andre Barriault,win,U-DEC,3,5:00,1506.2,1500.0,1525.84,1480.36
UFC Fight Night: Iaquinta vs. Cowboy,Walt Harris,Serghei Spivac,win,KO/TKO,1,0:50,1493.2,1500.0,1518.69,1474.51
UFC Fight Night: Iaquinta vs. Cowboy,Merab Dvalishvili,Brad Katona,win,U-DEC,3,5:00,1475.34,1538.4,1498.93,1514.81
UFC Fight Night: Iaquinta vs. Cowboy,Shane Burgos,Cub Swanson,win,S-DEC,3,5:00,1555.89,1570.17,1576.71,1549.35
UFC Fight Night: Iaquinta vs. Cowboy,Derek Brunson,Elias Theodorou,win,U-DEC,3,5:00,1586.49,1615.83,1608.17,1594.15
UFC Fight Night: Iaquinta vs. Cowboy,Donald Cerrone,Al Iaquinta,win,U-DEC,5,5:00,1699.44,1638.41,1715.96,1621.89
UFC 237: Namajunas vs. Andrade,Viviane Araujo,Talita Bernardo,win,KO/TKO,3,0:48,1500.0,1478.59,1523.46,1455.13
UFC 237: Namajunas vs. Andrade,Raoni Barcelos,Carlos Huachin,win,KO/TKO,2,4:49,1547.04,1500.0,1568.68,1478.36
UFC 237: Namajunas vs. Andrade,Luana Carolina,Priscila Cachoeira,win,U-DEC,3,5:00,1500.0,1457.7,1517.58,1440.12
UFC 237: Namajunas vs. Andrade,Clay Guida,BJ Penn,win,U-DEC,3,5:00,1544.06,1520.26,1562.69,1501.63
