Fighter,Final ELO,Peak ELO
Tamires Vidal,1452.58,1522.25
Juan Adams,1452.49,1523.24
Jason Witt,1452.49,1500.69
Larissa Pacheco,1452.47,1500.0
Roxanne Modafferi,1452.45,1501.91
Drako Rodriguez,1452.42,1500.0
Liana Jojua,1452.41,1500.0
Collin Anglin,1452.39,1500.0
Juan Manuel Puig,1452.38,1500.0
Alexandre Dantas,1452.3,1500.0
Antonio Trocoli,1452.28,1500.0
Chris de la Rocha,1452.28,1500.0
Travis Wiuff,1452.25,1500.0
Mallory Martin,1452.23,1500.0
Andreas Michailidis,1452.22,1500.0
Edilberto de Oliveira,1452.19,1500.0
Zarrukh Adashev,1452.14,1500.0
CJ Keith,1452.07,1500.0
Nick Klein,1452.03,1500.0
Barb Honchak,1451.93,1500.0
Joe Charles,1451.92,1500.0
Jeremy Jackson,1451.9,1500.0
Dong Hyun Ma,1451.86,1515.53
Roldan Sangcha'an,1451.83,1500.0
John Cofer,1451.8,1500.0
Aalon Cruz,1451.8,1500.0
Charlie Ward,1451.8,1500.0
Royce Alger,1451.8,1500.0
Sheila Gaff,1451.8,1500.0
Joseph Sandoval,1451.8,1500.0
Brad Morris,1451.8,1500.0
Bristol Marunde,1451.8,1500.0
Joe Veres,1451.8,1500.0
Jeff Cox,1451.74,1500.0
Marcin Bandel,1451.72,1500.0
Steve Steinbeiss,1451.71,1500.0
Ansar Chalangov,1451.67,1500.0
Charalampos Grigoriou,1451.63,1500.0
Vinny Magalhaes,1451.5,1500.0
Roger Bowling,1451.48,1500.0
Victor Martinez,1451.48,1500.0
Oli Thompson,1451.47,1500.0
Jenel Lausa,1451.44,1518.72
Christian Colombo,1451.43,1500.0
Tommy Speer,1451.38,1500.0
Martin Bravo,1451.33,1525.0
Nick Penner,1451.32,1500.0
Karl Roberson,1451.17,1546.58
Cameron VanCamp,1451.17,1500.0
David Mitchell,1451.12,1500.0
Eric Schafer,1451.09,1527.5
Ben Wall,1451.04,1500.0
Victor Rodriguez,1451.0,1500.0
Herbert Burns,1450.86,1552.01
Rob Yundt,1450.58,1500.0
Gabriel Miranda,1450.58,1500.0
Wendell Oliveira Marques,1450.54,1500.0
Danilo Belluardo,1450.53,1500.0
Henrique da Silva,1450.51,1549.86
James Bochnovic,1450.48,1500.0
Cesar Arzamendia,1450.45,1500.0
Wes Combs,1450.45,1500.0
Colin Robinson,1450.44,1500.0
Lisa Ellis,1450.36,1500.0
Hayder Hassan,1450.36,1500.0
Dashon Johnson,1450.35,1500.0
Johnny Rees,1450.31,1500.0
Tommy Hayden,1450.3,1500.0
Micheal Gillmore,1450.29,1500.0
Yusaku Kinoshita,1450.26,1500.0
Anton Zafir,1450.18,1500.0
Cameron Else,1450.17,1500.0
Richie Vaculik,1450.16,1500.0
Chase Gormley,1450.14,1500.0
Steve Judson,1450.12,1500.0
Jeka Saragih,1450.06,1501.53
Chris Tuchscherer,1450.06,1500.08
Zane Frazier,1450.01,1500.0
Chris Price,1450.0,1500.0
Joe Vedepo,1449.99,1500.0
David Lee,1449.87,1500.0
Alberto Uda,1449.77,1500.0
Kyle Bochniak,1449.66,1504.81
Andre Fialho,1449.51,1535.97
Samy Schiavo,1449.44,1500.0
Don'Tale Mayes,1449.43,1513.44
Amanda Cooper,1449.42,1500.0
Gadzhimurad Antigulov,1449.41,1551.34
Mike Guymon,1449.34,1500.0
Jason Miller,1449.32,1500.0
Fabricio Camoes,1449.25,1506.41
Anthony Birchak,1449.2,1500.0
Trevin Jones,1449.07,1526.83
Diyar Nurgozhay,1449.06,1500.0
Wellington Turman,1448.94,1504.98
William Macario,1448.94,1500.0
Colton Smith,1448.91,1520.0
Dominique Steele,1448.74,1503.21
Daniel Jolly,1448.67,1500.0
Takashi Sato,1448.65,1528.2
Dominic Waters,1448.64,1500.0
Matt Van Buren,1448.63,1500.0
Boston Salmon,1448.48,1500.0
Sean O'Connell,1448.42,1510.24
CJ Vergara,1448.37,1516.75
Ross Pointon,1448.28,1500.0
Antonio Dos Santos,1448.27,1500.0
Chris Dempsey,1448.15,1500.0
Zac Pauga,1448.04,1500.0
Polyana Viana,1448.04,1525.0
Daniel Frunza,1448.02,1500.0
Rachael Ostovich,1447.96,1525.0
Mark Coleman,1447.83,1500.0
Charles Byrd,1447.79,1525.0
Randy Costa,1447.62,1521.41
Dave Menne,1447.51,1537.6
Tom Niinimaki,1447.43,1523.14
Sarah Moras,1447.26,1524.79
Khalid Taha,1447.25,1506.44
Salim Touahri,1447.16,1500.0
Yohan Lainesse,1447.12,1500.0
Cody Donovan,1447.04,1523.17
Markus Perez,1446.98,1511.0
Lucas Alexander,1446.96,1500.0
Ryan Benoit,1446.89,1510.53
Alvaro Herrera Mendoza,1446.64,1525.0
Rashad Coulter,1446.61,1500.0
Viacheslav Borshchev,1446.53,1523.51
Miranda Granger,1446.35,1520.0
Dustin Stoltzfus,1446.17,1500.0
Jason Gilliam,1446.13,1500.0
Alessio Di Chirico,1446.03,1520.89
Assuerio Silva,1445.98,1500.0
Tafon Nchukwi,1445.84,1520.0
Cody East,1445.82,1500.0
Kevin Croom,1445.59,1500.0
Hannah Goldy,1445.23,1500.0
Jessica Eye,1445.09,1511.46
Jamie Varner,1445.06,1536.04
Henry Briones,1444.84,1525.0
Joey Beltran,1444.55,1542.34
Rodney Wallace,1444.52,1500.0
Bec Rawlings,1444.18,1524.37
Nate Mohr,1444.15,1500.0
Hector Lombard,1444.12,1557.1
Emily Whitmire,1443.82,1524.43
Darian Weeks,1443.75,1500.0
Tim Hague,1443.74,1526.68
Junior Albini,1443.32,1526.88
Vinicius Salvador,1443.19,1500.0
Lina Lansberg,1443.16,1517.12
Mike Rodriguez,1443.03,1506.09
Mitch Clarke,1442.97,1507.48
Jeff Curran,1442.75,1500.0
Andrea Lee,1442.64,1559.32
Mateus Mendonca,1442.46,1500.0
Julian Marquez,1442.28,1546.83
Gilbert Yvel,1441.88,1500.0
Jessica Aguilar,1441.86,1500.0
Justin Edwards,1441.82,1507.97
Caio Machado,1441.64,1500.0
Garreth McLellan,1441.53,1506.44
Aaron Riley,1441.51,1500.0
Dan Lauzon,1441.25,1500.0
Marcio Alexandre Junior,1441.24,1500.0
Pete Sell,1441.08,1524.51
Albert Morales,1441.02,1501.32
Rayanne dos Santos,1441.01,1500.0
Diego Saraiva,1440.99,1500.0
Dan Moret,1440.94,1500.0
Jessica Penne,1440.85,1520.0
Mike Rhodes,1440.77,1500.0
Kamal Shalorus,1440.66,1500.0
Jeff Hughes,1440.62,1500.0
Wes Sims,1440.49,1500.0
Ivan Erslan,1440.02,1500.0
Andy Enz,1440.01,1500.0
Dave Herman,1439.91,1525.0
James Llontop,1439.71,1500.0
Blood Diamond,1439.47,1500.0
Ramona Pascual,1439.34,1500.0
Journey Newson,1439.22,1500.0
Dylan Budka,1439.11,1500.0
Nam Phan,1439.08,1500.0
Justin Buchholz,1438.74,1505.0
Ashlee Evans-Smith,1438.74,1522.86
Mike Massenzio,1438.72,1526.38
Mostapha Al-Turk,1438.32,1500.0
Alex Reyes,1438.21,1500.0
Jay Perrin,1438.13,1500.0
Brad Imes,1437.94,1500.0
Kris McCray,1437.86,1500.0
Tonya Evinger,1437.75,1500.0
Brogan Walker,1437.7,1500.0
Antonio Arroyo,1437.7,1500.0
SeungWoo Choi,1437.58,1524.75
Lukasz Sajewski,1437.57,1500.0
Norifumi Yamamoto,1437.5,1500.0
Jared Papazian,1437.44,1500.0
Eric Spicely,1437.42,1531.25
Alex Chambers,1437.37,1500.0
Jocelyn Jones-Lybarger,1437.14,1500.0
Jordan Williams,1437.07,1500.0
Shane Young,1437.03,1525.39
Darrell Montague,1436.96,1500.0
Darrius Flowers,1436.84,1500.0
Sabah Homasi,1436.79,1500.0
Gilbert Melendez,1436.52,1515.69
Wulijiburen,1436.48,1500.0
Oluwale Bamgbose,1436.47,1502.51
Garett Whiteley,1436.44,1500.0
Robert Valentin,1436.21,1500.0
Cole Escovedo,1436.19,1500.0
Shane Campbell,1436.17,1501.0
Daniel Teymur,1436.0,1500.0
Hector Aldana,1435.92,1500.0
Estevan Payan,1435.68,1500.0
Daiju Takase,1435.46,1500.0
Erick Gonzalez,1435.27,1500.0
Marcin Prachnio,1435.26,1500.0
Roque Martinez,1435.19,1500.0
Justin Jaynes,1435.07,1523.07
Genaro Valdez,1434.86,1500.0
Mark De La Rosa,1434.86,1516.22
Alan Baudot,1434.75,1500.0
Cody Gibson,1434.74,1508.1
Damian Grabowski,1434.71,1500.0
Josh Haynes,1434.62,1500.0
Kevin Natividad,1434.46,1500.0
Iliarde Santos,1433.94,1500.0
Brian Camozzi,1433.94,1500.0
Josh Parisian,1433.78,1500.0
Gabe Ruediger,1433.68,1500.0
Jumabieke Tuerxun,1433.55,1500.0
Fabio Cherant,1433.52,1500.0
Rhys McKee,1433.43,1500.0
Charlie Ontiveros,1433.35,1500.0
Viktor Pesta,1433.3,1501.15
Niklas Stolze,1433.27,1500.0
Edwin DeWees,1433.14,1500.0
Zelim Imadaev,1432.96,1500.0
Austen Lane,1432.86,1500.0
Malcolm Gordon,1432.8,1502.03
Kris Moutinho,1432.7,1500.0
Denys Bondar,1432.66,1500.0
Matt Grice,1432.65,1500.0
Marcelo Rojo,1432.55,1500.0
Mara Romero Borella,1432.49,1525.0
Angela Magana,1432.45,1500.0
Bobby Nash,1432.4,1500.0
Jason Reinhardt,1432.25,1500.0
Yoji Anjo,1432.24,1500.0
Mike Santiago,1432.09,1500.0
Forrest Petz,1432.09,1518.56
Marvin Eastman,1432.01,1500.0
Ruan Potts,1431.97,1500.0
Joby Sanchez,1431.8,1500.16
Victoria Leonardo,1431.71,1500.0
Bojan Mihajlovic,1431.68,1500.0
Mohammad Yahya,1431.6,1500.0
Jared Hamman,1431.36,1504.89
Mizuto Hirota,1431.06,1500.0
Kalindra Faria,1430.97,1500.0
Harry Hunsucker,1430.89,1500.0
Gideon Ray,1430.48,1500.0
Hu Yaozong,1430.45,1500.0
Phil Baroni,1430.3,1548.87
Kiefer Crosbie,1430.23,1500.0
Brad Pickett,1430.09,1529.08
Jose Daniel Medina,1429.84,1500.0
Montserrat Conejo Ruiz,1429.68,1520.0
Ihor Potieria,1429.62,1507.23
Jesse Forbes,1429.39,1500.0
Shannon Ross,1429.2,1500.0
Jake Lindsey,1428.91,1500.0
Austin Hubbard,1428.87,1510.72
Jeremy Larsen,1428.85,1500.0
Frank Camacho,1428.58,1503.32
John Albert,1428.36,1525.0
Thibault Gouti,1428.28,1500.0
Jordan Wright,1428.24,1522.88
Jorge Santiago,1428.16,1523.65
Vince Morales,1427.74,1509.32
Rolando Bedoya,1427.61,1500.0
Connor Matthews,1427.57,1500.0
Gian Villante,1427.52,1536.94
Dalcha Lungiambula,1427.49,1525.0
Jake Collier,1427.31,1500.0
Rafaello Oliveira,1427.22,1501.15
Igor Pokrajac,1427.07,1542.25
Julija Stoliarenko,1426.66,1500.0
Sam Alvey,1426.65,1609.49
Steve Cantwell,1426.45,1525.0
Kyle Prepolec,1425.56,1500.0
Dmitrii Smoliakov,1425.39,1500.0
Damacio Page,1425.37,1500.0
Joe Doerksen,1424.82,1500.76
Ryan Jensen,1424.72,1500.0
Ji Yeon Kim,1424.58,1524.49
Terrion Ware,1424.37,1500.0
Wu Yanan,1423.79,1506.73
Will Campuzano,1423.79,1500.0
Dustin Pague,1423.41,1500.46
Takanori Gomi,1423.3,1528.21
Jodie Esquibel,1421.97,1500.0
John Phillips,1421.86,1500.0
Aaron Phillips,1421.79,1500.0
Bobby Voelker,1421.31,1500.0
Keith Wisniewski,1421.06,1500.0
Charlie Brenneman,1420.94,1542.62
Fernie Garcia,1420.74,1500.0
Kurt Holobaugh,1420.56,1500.0
Zarah Fairn,1420.26,1500.0
Jay Hieron,1420.2,1500.0
Brandon Davis,1420.1,1500.27
Khadis Ibragimov,1419.8,1500.0
Pat Healy,1419.49,1500.0
Jinh Yu Frey,1419.33,1500.0
Denis Tiuliulin,1419.32,1500.0
Anthony Hamilton,1418.62,1502.4
Anton Turkalj,1418.43,1500.0
Hannah Cifers,1418.09,1513.4
Ricardo Funch,1417.84,1500.0
Diana Belbita,1417.25,1500.0
Elvis Sinosic,1416.67,1531.3
Andy Ogle,1416.61,1500.0
Maki Pitolo,1415.74,1503.05
Phillipe Nover,1415.67,1500.0
Michihiro Omigawa,1415.4,1500.0
Ashley Yoder,1415.34,1500.0
Dequan Townsend,1415.33,1500.0
Lucie Pudilova,1415.22,1521.33
Rafael Cerqueira,1414.87,1500.0
Martin Day,1414.87,1500.0
Gina Mazany,1414.49,1500.0
Seth Petruzelli,1414.46,1500.0
Josh Grispi,1414.38,1500.0
JP Buys,1414.03,1500.0
John Alessio,1413.46,1500.0
Scott Jorgensen,1411.9,1542.38
Edgar Garcia,1411.5,1500.0
Zhalgas Zhumagulov,1411.28,1500.0
David Abbott,1411.28,1500.0
Saimon Oliveira,1411.09,1500.0
Lukasz Brzeski,1410.39,1500.0
Tiki Ghosn,1410.3,1500.0
Alen Amedovski,1409.67,1500.0
Jerome Rivera,1409.49,1500.0
Leonard Garcia,1408.67,1510.27
Kailin Curran,1406.17,1500.0
Liang Na,1405.01,1500.0
Vinicius Moreira,1404.79,1500.0
Ike Villanueva,1404.61,1500.0
Jesse Ronson,1401.95,1500.0
Istela Nunes,1401.11,1500.0
Naoyuki Kotani,1400.77,1500.0
Sean Soriano,1397.88,1500.0
Jared Vanderaa,1397.58,1500.0
Chase Sherman,1396.58,1500.0
Jamie Pickett,1395.16,1500.0
Daniel Lacerda,1388.39,1500.0
Joshua Burkman,1387.07,1560.83
